id;id_ccaa;destino;motivo;alojamiento_nivel1;alojamiento_nivel2;anio;viajes
3067;15;Navarra, Comunidad Foral de;Otro tipo de turismo de ocio;Total;;2018;779831
3068;15;Navarra, Comunidad Foral de;Otro tipo de turismo de ocio;Total;;2017;946528
3069;15;Navarra, Comunidad Foral de;Otro tipo de turismo de ocio;Total;;2016;574873
3070;15;Navarra, Comunidad Foral de;Otro tipo de turismo de ocio;Total;;2015;427025
3071;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2024;960893
3072;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2023;813842
3073;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2022;1002571
3074;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2021;872233
3075;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2020;705002
3076;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2019;1114619
3077;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2018;1156236
3078;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2017;1289833
3079;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2016;1075263
3080;15;Navarra, Comunidad Foral de;Visitas a familiares o amigos;Total;;2015;1164009
3081;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2024;102935
3082;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2023;87063
3083;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2022;137935
3084;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2021;82929
3085;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2020;145640
3086;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2019;162773
3087;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2018;125620
3088;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2017;80158
3089;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2016;155311
3090;15;Navarra, Comunidad Foral de;Otros motivos;Total;;2015;128813
3123;15;Navarra, Comunidad Foral de;Salud;Total;;2022;55139
3126;15;Navarra, Comunidad Foral de;Salud;Total;;2019;29954
3127;15;Navarra, Comunidad Foral de;Salud;Total;;2018;46563
3128;15;Navarra, Comunidad Foral de;Salud;Total;;2017;36629
3130;15;Navarra, Comunidad Foral de;Salud;Total;;2015;30307
3141;15;Navarra, Comunidad Foral de;Otros;Total;;2024;54647
3144;15;Navarra, Comunidad Foral de;Otros;Total;;2021;37253
3145;15;Navarra, Comunidad Foral de;Otros;Total;;2020;81755
3146;15;Navarra, Comunidad Foral de;Otros;Total;;2019;70768
3147;15;Navarra, Comunidad Foral de;Otros;Total;;2018;59175
3148;15;Navarra, Comunidad Foral de;Otros;Total;;2017;26963
3149;15;Navarra, Comunidad Foral de;Otros;Total;;2016;94710
3150;15;Navarra, Comunidad Foral de;Otros;Total;;2015;66286
3151;16;País Vasco;Negocios y otros motivos profesionales;Total;;2024;567242
3152;16;País Vasco;Negocios y otros motivos profesionales;Total;;2023;383978
3153;16;País Vasco;Negocios y otros motivos profesionales;Total;;2022;513633
3154;16;País Vasco;Negocios y otros motivos profesionales;Total;;2021;407673
3155;16;País Vasco;Negocios y otros motivos profesionales;Total;;2020;293625
3156;16;País Vasco;Negocios y otros motivos profesionales;Total;;2019;488230
3157;16;País Vasco;Negocios y otros motivos profesionales;Total;;2018;555343
3158;16;País Vasco;Negocios y otros motivos profesionales;Total;;2017;527359
3159;16;País Vasco;Negocios y otros motivos profesionales;Total;;2016;548684
3160;16;País Vasco;Negocios y otros motivos profesionales;Total;;2015;632946
3167;16;País Vasco;Congresos, ferias y convenciones;Total;;2018;95049
3171;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2024;254079
3172;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2023;101571
3173;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2022;288793
3174;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2021;148612
3175;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2020;121144
3176;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2019;223177
3177;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2018;145280
3178;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2017;211431
3179;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2016;233876
3180;16;País Vasco;Desplazamiento al centro de trabajo;Total;;2015;384759
3181;16;País Vasco;Otros motivos profesionales;Total;;2024;269101
3182;16;País Vasco;Otros motivos profesionales;Total;;2023;234491
3183;16;País Vasco;Otros motivos profesionales;Total;;2022;190235
3184;16;País Vasco;Otros motivos profesionales;Total;;2021;245715
3185;16;País Vasco;Otros motivos profesionales;Total;;2020;157532
3186;16;País Vasco;Otros motivos profesionales;Total;;2019;208834
3187;16;País Vasco;Otros motivos profesionales;Total;;2018;315014
3188;16;País Vasco;Otros motivos profesionales;Total;;2017;251451
3189;16;País Vasco;Otros motivos profesionales;Total;;2016;254929
3190;16;País Vasco;Otros motivos profesionales;Total;;2015;200338
3191;16;País Vasco;Motivos personales;Total;;2024;3583578
3192;16;País Vasco;Motivos personales;Total;;2023;3525595
3193;16;País Vasco;Motivos personales;Total;;2022;3317281
3194;16;País Vasco;Motivos personales;Total;;2021;2726244
3195;16;País Vasco;Motivos personales;Total;;2020;2396655
3196;16;País Vasco;Motivos personales;Total;;2019;4439149
3197;16;País Vasco;Motivos personales;Total;;2018;4210708
3198;16;País Vasco;Motivos personales;Total;;2017;4123772
3199;16;País Vasco;Motivos personales;Total;;2016;4307269
3200;16;País Vasco;Motivos personales;Total;;2015;3531804
3201;16;País Vasco;Ocio, recreo y vacaciones;Total;;2024;1768057
3202;16;País Vasco;Ocio, recreo y vacaciones;Total;;2023;1617430
3203;16;País Vasco;Ocio, recreo y vacaciones;Total;;2022;1705711
3204;16;País Vasco;Ocio, recreo y vacaciones;Total;;2021;1337800
3205;16;País Vasco;Ocio, recreo y vacaciones;Total;;2020;851939
3206;16;País Vasco;Ocio, recreo y vacaciones;Total;;2019;2005331
3207;16;País Vasco;Ocio, recreo y vacaciones;Total;;2018;1895146
3208;16;País Vasco;Ocio, recreo y vacaciones;Total;;2017;1884775
3209;16;País Vasco;Ocio, recreo y vacaciones;Total;;2016;1795723
3210;16;País Vasco;Ocio, recreo y vacaciones;Total;;2015;1547078
3211;16;País Vasco;Turismo de sol y playa;Total;;2024;154847
3212;16;País Vasco;Turismo de sol y playa;Total;;2023;152783
3213;16;País Vasco;Turismo de sol y playa;Total;;2022;188289
3214;16;País Vasco;Turismo de sol y playa;Total;;2021;214635
3215;16;País Vasco;Turismo de sol y playa;Total;;2020;175774
3216;16;País Vasco;Turismo de sol y playa;Total;;2019;157096
3217;16;País Vasco;Turismo de sol y playa;Total;;2018;140806
3218;16;País Vasco;Turismo de sol y playa;Total;;2017;98546
3219;16;País Vasco;Turismo de sol y playa;Total;;2016;91892
3220;16;País Vasco;Turismo de sol y playa;Total;;2015;205787
3221;16;País Vasco;Turismo de naturaleza;Total;;2024;138034
3222;16;País Vasco;Turismo de naturaleza;Total;;2023;170636
3223;16;País Vasco;Turismo de naturaleza;Total;;2022;172993
3224;16;País Vasco;Turismo de naturaleza;Total;;2021;205676
3225;16;País Vasco;Turismo de naturaleza;Total;;2020;125855
3226;16;País Vasco;Turismo de naturaleza;Total;;2019;200424
3227;16;País Vasco;Turismo de naturaleza;Total;;2018;135645
3228;16;País Vasco;Turismo de naturaleza;Total;;2017;191765
3229;16;País Vasco;Turismo de naturaleza;Total;;2016;183831
3230;16;País Vasco;Turismo de naturaleza;Total;;2015;195317
3231;16;País Vasco;Turismo cultural;Total;;2024;485484
3232;16;País Vasco;Turismo cultural;Total;;2023;506973
3233;16;País Vasco;Turismo cultural;Total;;2022;545950
3234;16;País Vasco;Turismo cultural;Total;;2021;380737
3235;16;País Vasco;Turismo cultural;Total;;2020;149951
3236;16;País Vasco;Turismo cultural;Total;;2019;500477
3237;16;País Vasco;Turismo cultural;Total;;2018;454085
3238;16;País Vasco;Turismo cultural;Total;;2017;349744
3239;16;País Vasco;Turismo cultural;Total;;2016;535240
3240;16;País Vasco;Turismo cultural;Total;;2015;373705
3241;16;País Vasco;Turismo gastronómico;Total;;2024;197791
3242;16;País Vasco;Turismo gastronómico;Total;;2023;120529
3243;16;País Vasco;Turismo gastronómico;Total;;2022;196511
3244;16;País Vasco;Turismo gastronómico;Total;;2021;88054
3246;16;País Vasco;Turismo gastronómico;Total;;2019;111577
3247;16;País Vasco;Turismo gastronómico;Total;;2018;86934
3248;16;País Vasco;Turismo gastronómico;Total;;2017;103727
3249;16;País Vasco;Turismo gastronómico;Total;;2016;122398
3250;16;País Vasco;Turismo gastronómico;Total;;2015;113345
3251;16;País Vasco;Turismo deportivo;Total;;2024;130420
3253;16;País Vasco;Turismo deportivo;Total;;2022;98389
3256;16;País Vasco;Turismo deportivo;Total;;2019;118552
3257;16;País Vasco;Turismo deportivo;Total;;2018;106788
3258;16;País Vasco;Turismo deportivo;Total;;2017;79540
3259;16;País Vasco;Turismo deportivo;Total;;2016;98786
3260;16;País Vasco;Turismo deportivo;Total;;2015;177848
3271;16;País Vasco;Otro tipo de turismo de ocio;Total;;2024;650286
3272;16;País Vasco;Otro tipo de turismo de ocio;Total;;2023;569092
3273;16;País Vasco;Otro tipo de turismo de ocio;Total;;2022;469586
3274;16;País Vasco;Otro tipo de turismo de ocio;Total;;2021;369106
3275;16;País Vasco;Otro tipo de turismo de ocio;Total;;2020;300317
3276;16;País Vasco;Otro tipo de turismo de ocio;Total;;2019;904542
3277;16;País Vasco;Otro tipo de turismo de ocio;Total;;2018;946816
3278;16;País Vasco;Otro tipo de turismo de ocio;Total;;2017;1042036
3279;16;País Vasco;Otro tipo de turismo de ocio;Total;;2016;748713
3280;16;País Vasco;Otro tipo de turismo de ocio;Total;;2015;459393
3281;16;País Vasco;Visitas a familiares o amigos;Total;;2024;1551330
3282;16;País Vasco;Visitas a familiares o amigos;Total;;2023;1773172
3283;16;País Vasco;Visitas a familiares o amigos;Total;;2022;1458911
3284;16;País Vasco;Visitas a familiares o amigos;Total;;2021;1139944
3285;16;País Vasco;Visitas a familiares o amigos;Total;;2020;1341977
3286;16;País Vasco;Visitas a familiares o amigos;Total;;2019;2173894
3287;16;País Vasco;Visitas a familiares o amigos;Total;;2018;2074320
3288;16;País Vasco;Visitas a familiares o amigos;Total;;2017;2016425
3289;16;País Vasco;Visitas a familiares o amigos;Total;;2016;2243926
3290;16;País Vasco;Visitas a familiares o amigos;Total;;2015;1679044
3291;16;País Vasco;Otros motivos;Total;;2024;264191
3292;16;País Vasco;Otros motivos;Total;;2023;134993
3293;16;País Vasco;Otros motivos;Total;;2022;152659
3294;16;País Vasco;Otros motivos;Total;;2021;248501
3295;16;País Vasco;Otros motivos;Total;;2020;202739
3296;16;País Vasco;Otros motivos;Total;;2019;259924
3297;16;País Vasco;Otros motivos;Total;;2018;241242
3298;16;País Vasco;Otros motivos;Total;;2017;222572
3299;16;País Vasco;Otros motivos;Total;;2016;267620
3300;16;País Vasco;Otros motivos;Total;;2015;305681
3329;16;País Vasco;Otros motivos de educación y formación;Total;;2016;60182
3335;16;País Vasco;Salud;Total;;2020;68810
3336;16;País Vasco;Salud;Total;;2019;132547
3337;16;País Vasco;Salud;Total;;2018;87795
3338;16;País Vasco;Salud;Total;;2017;81989
3339;16;País Vasco;Salud;Total;;2016;84545
3340;16;País Vasco;Salud;Total;;2015;79732
3351;16;País Vasco;Otros;Total;;2024;105374
3352;16;País Vasco;Otros;Total;;2023;92013
3353;16;País Vasco;Otros;Total;;2022;89749
3354;16;País Vasco;Otros;Total;;2021;119846
3355;16;País Vasco;Otros;Total;;2020;99780
3356;16;País Vasco;Otros;Total;;2019;84455
3357;16;País Vasco;Otros;Total;;2018;84907
3358;16;País Vasco;Otros;Total;;2017;102731
3359;16;País Vasco;Otros;Total;;2016;107169
3360;16;País Vasco;Otros;Total;;2015;119050
3361;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2024;113154
3362;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2023;58685
3363;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2022;41252
3364;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2021;39144
3365;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2020;53530
3366;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2019;85986
3367;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2018;67286
3368;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2017;97394
3369;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2016;81189
3370;17;Rioja, La;Negocios y otros motivos profesionales;Total;;2015;104314
3381;17;Rioja, La;Desplazamiento al centro de trabajo;Total;;2024;58248
3384;17;Rioja, La;Desplazamiento al centro de trabajo;Total;;2021;18981
3385;17;Rioja, La;Desplazamiento al centro de trabajo;Total;;2020;37162
3386;17;Rioja, La;Desplazamiento al centro de trabajo;Total;;2019;53871
3387;17;Rioja, La;Desplazamiento al centro de trabajo;Total;;2018;30521
3388;17;Rioja, La;Desplazamiento al centro de trabajo;Total;;2017;47110
3389;17;Rioja, La;Desplazamiento al centro de trabajo;Total;;2016;38933
3390;17;Rioja, La;Desplazamiento al centro de trabajo;Total;;2015;80171
3401;17;Rioja, La;Motivos personales;Total;;2024;1654673
3402;17;Rioja, La;Motivos personales;Total;;2023;1604243
3403;17;Rioja, La;Motivos personales;Total;;2022;1666523
3404;17;Rioja, La;Motivos personales;Total;;2021;1285504
3405;17;Rioja, La;Motivos personales;Total;;2020;831391
3406;17;Rioja, La;Motivos personales;Total;;2019;1547117
3407;17;Rioja, La;Motivos personales;Total;;2018;1577658
3408;17;Rioja, La;Motivos personales;Total;;2017;1604250
3409;17;Rioja, La;Motivos personales;Total;;2016;1351929
3410;17;Rioja, La;Motivos personales;Total;;2015;1553104
3411;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2024;912304
3412;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2023;796013
3413;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2022;826638
3414;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2021;741124
3415;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2020;406755
3416;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2019;792653
3417;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2018;880915
3418;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2017;945539
3419;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2016;704648
3420;17;Rioja, La;Ocio, recreo y vacaciones;Total;;2015;775026
3431;17;Rioja, La;Turismo de naturaleza;Total;;2024;106204
3432;17;Rioja, La;Turismo de naturaleza;Total;;2023;119116
3433;17;Rioja, La;Turismo de naturaleza;Total;;2022;164274
3434;17;Rioja, La;Turismo de naturaleza;Total;;2021;177809
3435;17;Rioja, La;Turismo de naturaleza;Total;;2020;115273
3436;17;Rioja, La;Turismo de naturaleza;Total;;2019;73600
3437;17;Rioja, La;Turismo de naturaleza;Total;;2018;134236
3438;17;Rioja, La;Turismo de naturaleza;Total;;2017;71182
3439;17;Rioja, La;Turismo de naturaleza;Total;;2016;109960
3440;17;Rioja, La;Turismo de naturaleza;Total;;2015;180932
3441;17;Rioja, La;Turismo cultural;Total;;2024;153864
3442;17;Rioja, La;Turismo cultural;Total;;2023;118529
3443;17;Rioja, La;Turismo cultural;Total;;2022;116119
3444;17;Rioja, La;Turismo cultural;Total;;2021;125876
3446;17;Rioja, La;Turismo cultural;Total;;2019;103078
3447;17;Rioja, La;Turismo cultural;Total;;2018;115341
3448;17;Rioja, La;Turismo cultural;Total;;2017;89781
3449;17;Rioja, La;Turismo cultural;Total;;2016;124135
3450;17;Rioja, La;Turismo cultural;Total;;2015;90760
3451;17;Rioja, La;Turismo gastronómico;Total;;2024;104646
3452;17;Rioja, La;Turismo gastronómico;Total;;2023;73320
3456;17;Rioja, La;Turismo gastronómico;Total;;2019;88359
3458;17;Rioja, La;Turismo gastronómico;Total;;2017;55760
3459;17;Rioja, La;Turismo gastronómico;Total;;2016;44776
3480;17;Rioja, La;Turismo termal y de bienestar;Total;;2015;55526
3481;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2024;475731
3482;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2023;438503
3483;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2022;437876
3484;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2021;349348
3485;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2020;210488
3486;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2019;470587
3487;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2018;527951
3488;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2017;677122
3489;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2016;380399
3490;17;Rioja, La;Otro tipo de turismo de ocio;Total;;2015;376488
3491;17;Rioja, La;Visitas a familiares o amigos;Total;;2024;657817
3492;17;Rioja, La;Visitas a familiares o amigos;Total;;2023;688330
3493;17;Rioja, La;Visitas a familiares o amigos;Total;;2022;708176
3494;17;Rioja, La;Visitas a familiares o amigos;Total;;2021;446348
3495;17;Rioja, La;Visitas a familiares o amigos;Total;;2020;348310
3496;17;Rioja, La;Visitas a familiares o amigos;Total;;2019;678809
3497;17;Rioja, La;Visitas a familiares o amigos;Total;;2018;614374
3498;17;Rioja, La;Visitas a familiares o amigos;Total;;2017;611819
3499;17;Rioja, La;Visitas a familiares o amigos;Total;;2016;576611
3500;17;Rioja, La;Visitas a familiares o amigos;Total;;2015;675667
3501;17;Rioja, La;Otros motivos;Total;;2024;84552
3502;17;Rioja, La;Otros motivos;Total;;2023;119901
3503;17;Rioja, La;Otros motivos;Total;;2022;131709
3504;17;Rioja, La;Otros motivos;Total;;2021;98031
3505;17;Rioja, La;Otros motivos;Total;;2020;76326
3506;17;Rioja, La;Otros motivos;Total;;2019;75655
3507;17;Rioja, La;Otros motivos;Total;;2018;82369
3508;17;Rioja, La;Otros motivos;Total;;2017;46891
3509;17;Rioja, La;Otros motivos;Total;;2016;70669
3510;17;Rioja, La;Otros motivos;Total;;2015;102412
3561;17;Rioja, La;Otros;Total;;2024;65079
3562;17;Rioja, La;Otros;Total;;2023;86080
3563;17;Rioja, La;Otros;Total;;2022;65909
3564;17;Rioja, La;Otros;Total;;2021;84542
3565;17;Rioja, La;Otros;Total;;2020;60570
3566;17;Rioja, La;Otros;Total;;2019;48980
3567;17;Rioja, La;Otros;Total;;2018;47847
3568;17;Rioja, La;Otros;Total;;2017;29560
3569;17;Rioja, La;Otros;Total;;2016;56932
3570;17;Rioja, La;Otros;Total;;2015;59370
3577;18;Ceuta;Negocios y otros motivos profesionales;Total;;2018;46225
3597;18;Ceuta;Desplazamiento al centro de trabajo;Total;;2018;38906
3991;1;Andalucía;Total;De mercado;;2024;14885145
3992;1;Andalucía;Total;De mercado;;2023;13564561
3993;1;Andalucía;Total;De mercado;;2022;12799191
3994;1;Andalucía;Total;De mercado;;2021;10586050
3995;1;Andalucía;Total;De mercado;;2020;6979527
3996;1;Andalucía;Total;De mercado;;2019;13299264
3997;1;Andalucía;Total;De mercado;;2018;12466932
3998;1;Andalucía;Total;De mercado;;2017;12060746
3999;1;Andalucía;Total;De mercado;;2016;11247619
4000;1;Andalucía;Total;De mercado;;2015;11452712
4001;1;Andalucía;Total;De mercado;Hotelero;2024;7489435
4002;1;Andalucía;Total;De mercado;Hotelero;2023;7370068
4003;1;Andalucía;Total;De mercado;Hotelero;2022;7489880
4004;1;Andalucía;Total;De mercado;Hotelero;2021;5653304
4005;1;Andalucía;Total;De mercado;Hotelero;2020;3100315
4006;1;Andalucía;Total;De mercado;Hotelero;2019;7300535
4007;1;Andalucía;Total;De mercado;Hotelero;2018;7259345
4008;1;Andalucía;Total;De mercado;Hotelero;2017;6866470
4009;1;Andalucía;Total;De mercado;Hotelero;2016;6592221
4010;1;Andalucía;Total;De mercado;Hotelero;2015;6837509
4011;1;Andalucía;Total;De mercado;Vivienda en alquiler;2024;4695100
4012;1;Andalucía;Total;De mercado;Vivienda en alquiler;2023;4015707
4013;1;Andalucía;Total;De mercado;Vivienda en alquiler;2022;3386240
4014;1;Andalucía;Total;De mercado;Vivienda en alquiler;2021;3351132
4015;1;Andalucía;Total;De mercado;Vivienda en alquiler;2020;2601037
4016;1;Andalucía;Total;De mercado;Vivienda en alquiler;2019;3868214
4017;1;Andalucía;Total;De mercado;Vivienda en alquiler;2018;3205373
4018;1;Andalucía;Total;De mercado;Vivienda en alquiler;2017;2958380
4019;1;Andalucía;Total;De mercado;Vivienda en alquiler;2016;2935088
4020;1;Andalucía;Total;De mercado;Vivienda en alquiler;2015;2562529
4021;1;Andalucía;Total;De mercado;Camping;2024;788787
4022;1;Andalucía;Total;De mercado;Camping;2023;882744
4023;1;Andalucía;Total;De mercado;Camping;2022;670129
4024;1;Andalucía;Total;De mercado;Camping;2021;512084
4025;1;Andalucía;Total;De mercado;Camping;2020;449507
4026;1;Andalucía;Total;De mercado;Camping;2019;665556
4027;1;Andalucía;Total;De mercado;Camping;2018;618735
4028;1;Andalucía;Total;De mercado;Camping;2017;657727
4029;1;Andalucía;Total;De mercado;Camping;2016;484858
4030;1;Andalucía;Total;De mercado;Camping;2015;515773
4031;1;Andalucía;Total;De mercado;Casa rural;2024;731090
4032;1;Andalucía;Total;De mercado;Casa rural;2023;888997
4033;1;Andalucía;Total;De mercado;Casa rural;2022;879738
4034;1;Andalucía;Total;De mercado;Casa rural;2021;724625
4035;1;Andalucía;Total;De mercado;Casa rural;2020;535140
4036;1;Andalucía;Total;De mercado;Casa rural;2019;819853
4037;1;Andalucía;Total;De mercado;Casa rural;2018;799574
4038;1;Andalucía;Total;De mercado;Casa rural;2017;833647
4039;1;Andalucía;Total;De mercado;Casa rural;2016;783233
4040;1;Andalucía;Total;De mercado;Casa rural;2015;608092
4046;1;Andalucía;Total;Albergue;;2019;106986
4047;1;Andalucía;Total;Albergue;;2018;143489
4051;1;Andalucía;Total;Resto de mercado;;2024;1104975
4052;1;Andalucía;Total;Resto de mercado;;2023;334337
4053;1;Andalucía;Total;Resto de mercado;;2022;318395
4054;1;Andalucía;Total;Resto de mercado;;2021;323251
4055;1;Andalucía;Total;Resto de mercado;;2020;280367
4056;1;Andalucía;Total;Resto de mercado;;2019;538119
4057;1;Andalucía;Total;Resto de mercado;;2018;440417
4058;1;Andalucía;Total;Resto de mercado;;2017;695740
4059;1;Andalucía;Total;Resto de mercado;;2016;371637
4060;1;Andalucía;Total;Resto de mercado;;2015;842930
4061;1;Andalucía;Total;No de mercado;;2024;16746341
4062;1;Andalucía;Total;No de mercado;;2023;18232258
4063;1;Andalucía;Total;No de mercado;;2022;15321091
4064;1;Andalucía;Total;No de mercado;;2021;15392624
4065;1;Andalucía;Total;No de mercado;;2020;11909714
4066;1;Andalucía;Total;No de mercado;;2019;19418273
4067;1;Andalucía;Total;No de mercado;;2018;20180978
4068;1;Andalucía;Total;No de mercado;;2017;20528480
4069;1;Andalucía;Total;No de mercado;;2016;20513893
4070;1;Andalucía;Total;No de mercado;;2015;18945432
4071;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2024;5004876
4072;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2023;4566369
4073;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2022;3791998
4074;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2021;3565091
4075;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2020;2477424
4076;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2019;5468906
4077;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2018;5843617
4078;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2017;5442482
4079;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2016;5274467
4080;1;Andalucía;Total;No de mercado;Vivienda en propiedad;2015;5146268
4081;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2024;11396008
4082;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2023;13194451
4083;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2022;11177133
4084;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2021;11550613
4085;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2020;9252151
4086;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2019;13572144
4087;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2018;13852551
4088;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2017;14813424
4089;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2016;14948118
4090;1;Andalucía;Total;No de mercado;Vivienda de familiares o amigos;2015;13439963
4091;1;Andalucía;Total;No de mercado;Resto de no mercado;2024;345457
4092;1;Andalucía;Total;No de mercado;Resto de no mercado;2023;471438
4093;1;Andalucía;Total;No de mercado;Resto de no mercado;2022;351960
4094;1;Andalucía;Total;No de mercado;Resto de no mercado;2021;276919
4095;1;Andalucía;Total;No de mercado;Resto de no mercado;2020;180139
4096;1;Andalucía;Total;No de mercado;Resto de no mercado;2019;377224
4097;1;Andalucía;Total;No de mercado;Resto de no mercado;2018;484810
4098;1;Andalucía;Total;No de mercado;Resto de no mercado;2017;272574
4099;1;Andalucía;Total;No de mercado;Resto de no mercado;2016;291307
4100;1;Andalucía;Total;No de mercado;Resto de no mercado;2015;359201
4101;2;Aragón;Total;De mercado;;2024;2584986
4102;2;Aragón;Total;De mercado;;2023;2644515
4103;2;Aragón;Total;De mercado;;2022;2749439
4104;2;Aragón;Total;De mercado;;2021;2055971
4105;2;Aragón;Total;De mercado;;2020;1318105
4106;2;Aragón;Total;De mercado;;2019;2773209
4107;2;Aragón;Total;De mercado;;2018;2671195
4108;2;Aragón;Total;De mercado;;2017;2469990
4109;2;Aragón;Total;De mercado;;2016;2412357
4110;2;Aragón;Total;De mercado;;2015;2005098
4111;2;Aragón;Total;De mercado;Hotelero;2024;1522115
4112;2;Aragón;Total;De mercado;Hotelero;2023;1502609
4113;2;Aragón;Total;De mercado;Hotelero;2022;1537067
4114;2;Aragón;Total;De mercado;Hotelero;2021;1198922
4115;2;Aragón;Total;De mercado;Hotelero;2020;696729
4116;2;Aragón;Total;De mercado;Hotelero;2019;1589430
4117;2;Aragón;Total;De mercado;Hotelero;2018;1530762
4118;2;Aragón;Total;De mercado;Hotelero;2017;1326398
4119;2;Aragón;Total;De mercado;Hotelero;2016;1442883
4120;2;Aragón;Total;De mercado;Hotelero;2015;1234516
4121;2;Aragón;Total;De mercado;Vivienda en alquiler;2024;448422
4122;2;Aragón;Total;De mercado;Vivienda en alquiler;2023;429335
4123;2;Aragón;Total;De mercado;Vivienda en alquiler;2022;465123
4124;2;Aragón;Total;De mercado;Vivienda en alquiler;2021;312546
4125;2;Aragón;Total;De mercado;Vivienda en alquiler;2020;255692
4126;2;Aragón;Total;De mercado;Vivienda en alquiler;2019;423144
4127;2;Aragón;Total;De mercado;Vivienda en alquiler;2018;372394
4128;2;Aragón;Total;De mercado;Vivienda en alquiler;2017;362914
4129;2;Aragón;Total;De mercado;Vivienda en alquiler;2016;329937
4130;2;Aragón;Total;De mercado;Vivienda en alquiler;2015;172663
4131;2;Aragón;Total;De mercado;Camping;2024;170748
4132;2;Aragón;Total;De mercado;Camping;2023;305722
4133;2;Aragón;Total;De mercado;Camping;2022;277997
4134;2;Aragón;Total;De mercado;Camping;2021;183209
4135;2;Aragón;Total;De mercado;Camping;2020;131392
4136;2;Aragón;Total;De mercado;Camping;2019;208639
4137;2;Aragón;Total;De mercado;Camping;2018;199015
