id;id_ccaa;destino;motivo;alojamiento_nivel1;alojamiento_nivel2;anio;viajes
1128;6;Cantabria;Turismo de naturaleza;Total;;2017;351623
1129;6;Cantabria;Turismo de naturaleza;Total;;2016;292325
1130;6;Cantabria;Turismo de naturaleza;Total;;2015;312450
1131;6;Cantabria;Turismo cultural;Total;;2024;285776
1132;6;Cantabria;Turismo cultural;Total;;2023;298010
1133;6;Cantabria;Turismo cultural;Total;;2022;254458
1134;6;Cantabria;Turismo cultural;Total;;2021;199458
1135;6;Cantabria;Turismo cultural;Total;;2020;112774
1136;6;Cantabria;Turismo cultural;Total;;2019;307996
1137;6;Cantabria;Turismo cultural;Total;;2018;262196
1138;6;Cantabria;Turismo cultural;Total;;2017;244851
1139;6;Cantabria;Turismo cultural;Total;;2016;256884
1140;6;Cantabria;Turismo cultural;Total;;2015;219279
1151;6;Cantabria;Turismo deportivo;Total;;2024;100995
1152;6;Cantabria;Turismo deportivo;Total;;2023;71155
1154;6;Cantabria;Turismo deportivo;Total;;2021;76315
1156;6;Cantabria;Turismo deportivo;Total;;2019;74950
1158;6;Cantabria;Turismo deportivo;Total;;2017;73477
1159;6;Cantabria;Turismo deportivo;Total;;2016;92898
1167;6;Cantabria;Turismo termal y de bienestar;Total;;2018;32979
1170;6;Cantabria;Turismo termal y de bienestar;Total;;2015;64995
1171;6;Cantabria;Otro tipo de turismo de ocio;Total;;2024;1098037
1172;6;Cantabria;Otro tipo de turismo de ocio;Total;;2023;1047853
1173;6;Cantabria;Otro tipo de turismo de ocio;Total;;2022;894116
1174;6;Cantabria;Otro tipo de turismo de ocio;Total;;2021;641975
1175;6;Cantabria;Otro tipo de turismo de ocio;Total;;2020;399977
1176;6;Cantabria;Otro tipo de turismo de ocio;Total;;2019;886762
1177;6;Cantabria;Otro tipo de turismo de ocio;Total;;2018;1640303
1178;6;Cantabria;Otro tipo de turismo de ocio;Total;;2017;1871226
1179;6;Cantabria;Otro tipo de turismo de ocio;Total;;2016;928446
1180;6;Cantabria;Otro tipo de turismo de ocio;Total;;2015;940154
1181;6;Cantabria;Visitas a familiares o amigos;Total;;2024;1039617
1182;6;Cantabria;Visitas a familiares o amigos;Total;;2023;1177872
1183;6;Cantabria;Visitas a familiares o amigos;Total;;2022;783348
1184;6;Cantabria;Visitas a familiares o amigos;Total;;2021;849295
1185;6;Cantabria;Visitas a familiares o amigos;Total;;2020;683775
1186;6;Cantabria;Visitas a familiares o amigos;Total;;2019;1171031
1187;6;Cantabria;Visitas a familiares o amigos;Total;;2018;1022842
1188;6;Cantabria;Visitas a familiares o amigos;Total;;2017;1045222
1189;6;Cantabria;Visitas a familiares o amigos;Total;;2016;1275700
1190;6;Cantabria;Visitas a familiares o amigos;Total;;2015;1009932
1191;6;Cantabria;Otros motivos;Total;;2024;202835
1192;6;Cantabria;Otros motivos;Total;;2023;144302
1193;6;Cantabria;Otros motivos;Total;;2022;254021
1194;6;Cantabria;Otros motivos;Total;;2021;221870
1195;6;Cantabria;Otros motivos;Total;;2020;84197
1196;6;Cantabria;Otros motivos;Total;;2019;162887
1197;6;Cantabria;Otros motivos;Total;;2018;168987
1198;6;Cantabria;Otros motivos;Total;;2017;208165
1199;6;Cantabria;Otros motivos;Total;;2016;79361
1200;6;Cantabria;Otros motivos;Total;;2015;158659
1237;6;Cantabria;Salud;Total;;2018;45611
1251;6;Cantabria;Otros;Total;;2024;163566
1252;6;Cantabria;Otros;Total;;2023;84014
1253;6;Cantabria;Otros;Total;;2022;132994
1254;6;Cantabria;Otros;Total;;2021;181358
1255;6;Cantabria;Otros;Total;;2020;45089
1256;6;Cantabria;Otros;Total;;2019;106023
1257;6;Cantabria;Otros;Total;;2018;98623
1258;6;Cantabria;Otros;Total;;2017;163914
1259;6;Cantabria;Otros;Total;;2016;50807
1260;6;Cantabria;Otros;Total;;2015;104476
1261;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2024;876541
1262;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2023;1410016
1263;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2022;731406
1264;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2021;818747
1265;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2020;681939
1266;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2019;1143659
1267;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2018;1210525
1268;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2017;1169188
1269;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2016;1066366
1270;7;Castilla y León;Negocios y otros motivos profesionales;Total;;2015;817246
1271;7;Castilla y León;Congresos, ferias y convenciones;Total;;2024;79030
1272;7;Castilla y León;Congresos, ferias y convenciones;Total;;2023;76339
1276;7;Castilla y León;Congresos, ferias y convenciones;Total;;2019;79302
1277;7;Castilla y León;Congresos, ferias y convenciones;Total;;2018;96199
1278;7;Castilla y León;Congresos, ferias y convenciones;Total;;2017;79409
1280;7;Castilla y León;Congresos, ferias y convenciones;Total;;2015;64708
1281;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2024;361371
1282;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2023;969255
1283;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2022;413622
1284;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2021;527084
1285;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2020;478481
1286;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2019;666984
1287;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2018;671401
1288;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2017;716495
1289;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2016;543696
1290;7;Castilla y León;Desplazamiento al centro de trabajo;Total;;2015;504858
1291;7;Castilla y León;Otros motivos profesionales;Total;;2024;436140
1292;7;Castilla y León;Otros motivos profesionales;Total;;2023;364423
1293;7;Castilla y León;Otros motivos profesionales;Total;;2022;247854
1294;7;Castilla y León;Otros motivos profesionales;Total;;2021;260087
1295;7;Castilla y León;Otros motivos profesionales;Total;;2020;181605
1296;7;Castilla y León;Otros motivos profesionales;Total;;2019;397373
1297;7;Castilla y León;Otros motivos profesionales;Total;;2018;442925
1298;7;Castilla y León;Otros motivos profesionales;Total;;2017;373283
1299;7;Castilla y León;Otros motivos profesionales;Total;;2016;500505
1300;7;Castilla y León;Otros motivos profesionales;Total;;2015;247681
1301;7;Castilla y León;Motivos personales;Total;;2024;13992723
1302;7;Castilla y León;Motivos personales;Total;;2023;14991586
1303;7;Castilla y León;Motivos personales;Total;;2022;14357423
1304;7;Castilla y León;Motivos personales;Total;;2021;11694565
1305;7;Castilla y León;Motivos personales;Total;;2020;8899680
1306;7;Castilla y León;Motivos personales;Total;;2019;16411584
1307;7;Castilla y León;Motivos personales;Total;;2018;16495373
1308;7;Castilla y León;Motivos personales;Total;;2017;16349458
1309;7;Castilla y León;Motivos personales;Total;;2016;16107166
1310;7;Castilla y León;Motivos personales;Total;;2015;15243790
1311;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2024;6282318
1312;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2023;7319155
1313;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2022;6430924
1314;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2021;5624880
1315;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2020;4101708
1316;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2019;8153907
1317;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2018;7695396
1318;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2017;7590442
1319;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2016;6619958
1320;7;Castilla y León;Ocio, recreo y vacaciones;Total;;2015;5586338
1331;7;Castilla y León;Turismo de naturaleza;Total;;2024;1134229
1332;7;Castilla y León;Turismo de naturaleza;Total;;2023;1527144
1333;7;Castilla y León;Turismo de naturaleza;Total;;2022;1345112
1334;7;Castilla y León;Turismo de naturaleza;Total;;2021;1486594
1335;7;Castilla y León;Turismo de naturaleza;Total;;2020;1031278
1336;7;Castilla y León;Turismo de naturaleza;Total;;2019;1476854
1337;7;Castilla y León;Turismo de naturaleza;Total;;2018;857799
1338;7;Castilla y León;Turismo de naturaleza;Total;;2017;737893
1339;7;Castilla y León;Turismo de naturaleza;Total;;2016;1033678
1340;7;Castilla y León;Turismo de naturaleza;Total;;2015;1287087
1341;7;Castilla y León;Turismo cultural;Total;;2024;1104314
1342;7;Castilla y León;Turismo cultural;Total;;2023;1149675
1343;7;Castilla y León;Turismo cultural;Total;;2022;1187378
1344;7;Castilla y León;Turismo cultural;Total;;2021;729674
1345;7;Castilla y León;Turismo cultural;Total;;2020;437171
1346;7;Castilla y León;Turismo cultural;Total;;2019;1272921
1347;7;Castilla y León;Turismo cultural;Total;;2018;1016721
1348;7;Castilla y León;Turismo cultural;Total;;2017;857070
1349;7;Castilla y León;Turismo cultural;Total;;2016;1171909
1350;7;Castilla y León;Turismo cultural;Total;;2015;1214877
1351;7;Castilla y León;Turismo gastronómico;Total;;2024;166203
1352;7;Castilla y León;Turismo gastronómico;Total;;2023;168949
1353;7;Castilla y León;Turismo gastronómico;Total;;2022;150702
1354;7;Castilla y León;Turismo gastronómico;Total;;2021;166791
1355;7;Castilla y León;Turismo gastronómico;Total;;2020;66286
1356;7;Castilla y León;Turismo gastronómico;Total;;2019;153035
1357;7;Castilla y León;Turismo gastronómico;Total;;2018;113338
1358;7;Castilla y León;Turismo gastronómico;Total;;2017;105378
1359;7;Castilla y León;Turismo gastronómico;Total;;2016;126972
1360;7;Castilla y León;Turismo gastronómico;Total;;2015;107706
1361;7;Castilla y León;Turismo deportivo;Total;;2024;202152
1362;7;Castilla y León;Turismo deportivo;Total;;2023;242614
1363;7;Castilla y León;Turismo deportivo;Total;;2022;290565
1364;7;Castilla y León;Turismo deportivo;Total;;2021;216854
1365;7;Castilla y León;Turismo deportivo;Total;;2020;143518
1366;7;Castilla y León;Turismo deportivo;Total;;2019;250835
1367;7;Castilla y León;Turismo deportivo;Total;;2018;244088
1368;7;Castilla y León;Turismo deportivo;Total;;2017;206331
1369;7;Castilla y León;Turismo deportivo;Total;;2016;323029
1370;7;Castilla y León;Turismo deportivo;Total;;2015;196616
1372;7;Castilla y León;Turismo termal y de bienestar;Total;;2023;114218
1376;7;Castilla y León;Turismo termal y de bienestar;Total;;2019;85628
1377;7;Castilla y León;Turismo termal y de bienestar;Total;;2018;77367
1380;7;Castilla y León;Turismo termal y de bienestar;Total;;2015;225948
1381;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2024;3621301
1382;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2023;4116556
1383;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2022;3410148
1384;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2021;3003361
1385;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2020;2395294
1386;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2019;4904766
1387;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2018;5386083
1388;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2017;5639906
1389;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2016;3901042
1390;7;Castilla y León;Otro tipo de turismo de ocio;Total;;2015;2554105
1391;7;Castilla y León;Visitas a familiares o amigos;Total;;2024;6597263
1392;7;Castilla y León;Visitas a familiares o amigos;Total;;2023;6688617
1393;7;Castilla y León;Visitas a familiares o amigos;Total;;2022;7035954
1394;7;Castilla y León;Visitas a familiares o amigos;Total;;2021;5331107
1395;7;Castilla y León;Visitas a familiares o amigos;Total;;2020;4278078
1396;7;Castilla y León;Visitas a familiares o amigos;Total;;2019;7062277
1397;7;Castilla y León;Visitas a familiares o amigos;Total;;2018;8019021
1398;7;Castilla y León;Visitas a familiares o amigos;Total;;2017;7955635
1399;7;Castilla y León;Visitas a familiares o amigos;Total;;2016;8621691
1400;7;Castilla y León;Visitas a familiares o amigos;Total;;2015;8554456
1401;7;Castilla y León;Otros motivos;Total;;2024;1113142
1402;7;Castilla y León;Otros motivos;Total;;2023;983814
1403;7;Castilla y León;Otros motivos;Total;;2022;890546
1404;7;Castilla y León;Otros motivos;Total;;2021;738578
1405;7;Castilla y León;Otros motivos;Total;;2020;519894
1406;7;Castilla y León;Otros motivos;Total;;2019;1195400
1407;7;Castilla y León;Otros motivos;Total;;2018;780956
1408;7;Castilla y León;Otros motivos;Total;;2017;803381
1409;7;Castilla y León;Otros motivos;Total;;2016;865517
1410;7;Castilla y León;Otros motivos;Total;;2015;1102996
1428;7;Castilla y León;Desplazamiento al centro de estudios habitual;Total;;2017;187361
1430;7;Castilla y León;Desplazamiento al centro de estudios habitual;Total;;2015;107953
1431;7;Castilla y León;Otros motivos de educación y formación;Total;;2024;175632
1438;7;Castilla y León;Otros motivos de educación y formación;Total;;2017;66423
1439;7;Castilla y León;Otros motivos de educación y formación;Total;;2016;135889
1440;7;Castilla y León;Otros motivos de educación y formación;Total;;2015;130622
1441;7;Castilla y León;Salud;Total;;2024;168559
1442;7;Castilla y León;Salud;Total;;2023;191951
1443;7;Castilla y León;Salud;Total;;2022;94635
1444;7;Castilla y León;Salud;Total;;2021;79413
1445;7;Castilla y León;Salud;Total;;2020;59709
1446;7;Castilla y León;Salud;Total;;2019;181947
1447;7;Castilla y León;Salud;Total;;2018;100876
1448;7;Castilla y León;Salud;Total;;2017;133291
1449;7;Castilla y León;Salud;Total;;2016;186806
1450;7;Castilla y León;Salud;Total;;2015;134551
1461;7;Castilla y León;Otros;Total;;2024;686895
1462;7;Castilla y León;Otros;Total;;2023;690738
1463;7;Castilla y León;Otros;Total;;2022;716612
1464;7;Castilla y León;Otros;Total;;2021;540021
1465;7;Castilla y León;Otros;Total;;2020;377813
1466;7;Castilla y León;Otros;Total;;2019;699194
1467;7;Castilla y León;Otros;Total;;2018;431555
1468;7;Castilla y León;Otros;Total;;2017;380619
1469;7;Castilla y León;Otros;Total;;2016;517874
1470;7;Castilla y León;Otros;Total;;2015;659920
1471;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2024;1099943
1472;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2023;1082924
1473;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2022;629050
1474;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2021;1041288
1475;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2020;693016
1476;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2019;561604
1477;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2018;578014
1478;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2017;754295
1479;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2016;599582
1480;8;Castilla - La Mancha;Negocios y otros motivos profesionales;Total;;2015;731399
1491;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2024;769006
1492;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2023;721898
1493;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2022;400511
1494;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2021;805838
1495;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2020;594706
1496;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2019;337026
1497;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2018;326692
1498;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2017;568049
1499;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2016;366235
1500;8;Castilla - La Mancha;Desplazamiento al centro de trabajo;Total;;2015;602688
1501;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2024;310391
1502;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2023;320398
1503;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2022;172750
1504;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2021;218277
1505;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2020;95992
1506;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2019;178540
1507;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2018;215757
1508;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2017;142057
1509;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2016;198188
1510;8;Castilla - La Mancha;Otros motivos profesionales;Total;;2015;99720
1511;8;Castilla - La Mancha;Motivos personales;Total;;2024;9815674
1512;8;Castilla - La Mancha;Motivos personales;Total;;2023;9794784
1513;8;Castilla - La Mancha;Motivos personales;Total;;2022;9153869
1514;8;Castilla - La Mancha;Motivos personales;Total;;2021;7450828
1515;8;Castilla - La Mancha;Motivos personales;Total;;2020;5562521
1516;8;Castilla - La Mancha;Motivos personales;Total;;2019;10436634
1517;8;Castilla - La Mancha;Motivos personales;Total;;2018;11492564
1518;8;Castilla - La Mancha;Motivos personales;Total;;2017;12118185
1519;8;Castilla - La Mancha;Motivos personales;Total;;2016;11575795
1520;8;Castilla - La Mancha;Motivos personales;Total;;2015;11416326
1521;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2024;4271322
1522;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2023;3804743
1523;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2022;3662340
1524;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2021;2484673
1525;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2020;2213829
1526;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2019;4295847
1527;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2018;4703547
1528;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2017;4952657
1529;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2016;5082918
1530;8;Castilla - La Mancha;Ocio, recreo y vacaciones;Total;;2015;4385489
1541;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2024;595220
1542;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2023;550177
1543;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2022;606635
1544;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2021;616851
1545;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2020;525899
1546;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2019;630759
1547;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2018;556481
1548;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2017;484999
1549;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2016;612386
1550;8;Castilla - La Mancha;Turismo de naturaleza;Total;;2015;1076140
1551;8;Castilla - La Mancha;Turismo cultural;Total;;2024;729326
1552;8;Castilla - La Mancha;Turismo cultural;Total;;2023;648235
1553;8;Castilla - La Mancha;Turismo cultural;Total;;2022;675312
1554;8;Castilla - La Mancha;Turismo cultural;Total;;2021;386512
1555;8;Castilla - La Mancha;Turismo cultural;Total;;2020;210229
1556;8;Castilla - La Mancha;Turismo cultural;Total;;2019;606735
1557;8;Castilla - La Mancha;Turismo cultural;Total;;2018;550296
1558;8;Castilla - La Mancha;Turismo cultural;Total;;2017;464604
1559;8;Castilla - La Mancha;Turismo cultural;Total;;2016;554879
1560;8;Castilla - La Mancha;Turismo cultural;Total;;2015;514479
1576;8;Castilla - La Mancha;Turismo deportivo;Total;;2019;138784
1577;8;Castilla - La Mancha;Turismo deportivo;Total;;2018;117837
1578;8;Castilla - La Mancha;Turismo deportivo;Total;;2017;99074
1579;8;Castilla - La Mancha;Turismo deportivo;Total;;2016;102652
1590;8;Castilla - La Mancha;Turismo termal y de bienestar;Total;;2015;169929
1591;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2024;2791767
1592;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2023;2407826
1593;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2022;2159838
1594;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2021;1355242
1595;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2020;1387790
1596;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2019;2799185
1597;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2018;3391252
1598;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2017;3837551
1599;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2016;3735891
1600;8;Castilla - La Mancha;Otro tipo de turismo de ocio;Total;;2015;2524033
1601;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2024;4777322
1602;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2023;5336419
1603;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2022;4806440
1604;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2021;4277248
1605;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2020;3046928
1606;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2019;5451840
1607;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2018;6071810
1608;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2017;6684364
1609;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2016;5786230
1610;8;Castilla - La Mancha;Visitas a familiares o amigos;Total;;2015;6377341
1611;8;Castilla - La Mancha;Otros motivos;Total;;2024;767030
1612;8;Castilla - La Mancha;Otros motivos;Total;;2023;653622
1613;8;Castilla - La Mancha;Otros motivos;Total;;2022;685089
1614;8;Castilla - La Mancha;Otros motivos;Total;;2021;688906
1615;8;Castilla - La Mancha;Otros motivos;Total;;2020;301764
1616;8;Castilla - La Mancha;Otros motivos;Total;;2019;688947
1617;8;Castilla - La Mancha;Otros motivos;Total;;2018;717207
1618;8;Castilla - La Mancha;Otros motivos;Total;;2017;481164
1619;8;Castilla - La Mancha;Otros motivos;Total;;2016;706647
1620;8;Castilla - La Mancha;Otros motivos;Total;;2015;653496
1640;8;Castilla - La Mancha;Desplazamiento al centro de estudios habitual;Total;;2015;165925
1651;8;Castilla - La Mancha;Salud;Total;;2024;150863
1652;8;Castilla - La Mancha;Salud;Total;;2023;113254
1653;8;Castilla - La Mancha;Salud;Total;;2022;87338
1654;8;Castilla - La Mancha;Salud;Total;;2021;67386
1655;8;Castilla - La Mancha;Salud;Total;;2020;56852
1656;8;Castilla - La Mancha;Salud;Total;;2019;121258
1657;8;Castilla - La Mancha;Salud;Total;;2018;62514
1658;8;Castilla - La Mancha;Salud;Total;;2017;89384
1659;8;Castilla - La Mancha;Salud;Total;;2016;147444
1660;8;Castilla - La Mancha;Salud;Total;;2015;70652
1671;8;Castilla - La Mancha;Otros;Total;;2024;381057
1672;8;Castilla - La Mancha;Otros;Total;;2023;427775
1673;8;Castilla - La Mancha;Otros;Total;;2022;442904
1674;8;Castilla - La Mancha;Otros;Total;;2021;525533
1675;8;Castilla - La Mancha;Otros;Total;;2020;165082
1676;8;Castilla - La Mancha;Otros;Total;;2019;440163
1677;8;Castilla - La Mancha;Otros;Total;;2018;550194
1678;8;Castilla - La Mancha;Otros;Total;;2017;262427
1679;8;Castilla - La Mancha;Otros;Total;;2016;422954
1680;8;Castilla - La Mancha;Otros;Total;;2015;361486
1681;9;Cataluña;Negocios y otros motivos profesionales;Total;;2024;1628945
1682;9;Cataluña;Negocios y otros motivos profesionales;Total;;2023;1946222
1683;9;Cataluña;Negocios y otros motivos profesionales;Total;;2022;2050002
1684;9;Cataluña;Negocios y otros motivos profesionales;Total;;2021;1323783
1685;9;Cataluña;Negocios y otros motivos profesionales;Total;;2020;1072219
1686;9;Cataluña;Negocios y otros motivos profesionales;Total;;2019;1944397
1687;9;Cataluña;Negocios y otros motivos profesionales;Total;;2018;1464595
1688;9;Cataluña;Negocios y otros motivos profesionales;Total;;2017;1680174
1689;9;Cataluña;Negocios y otros motivos profesionales;Total;;2016;1914236
1690;9;Cataluña;Negocios y otros motivos profesionales;Total;;2015;2202545
1691;9;Cataluña;Congresos, ferias y convenciones;Total;;2024;146836
1692;9;Cataluña;Congresos, ferias y convenciones;Total;;2023;189169
1693;9;Cataluña;Congresos, ferias y convenciones;Total;;2022;145309
1696;9;Cataluña;Congresos, ferias y convenciones;Total;;2019;153268
1697;9;Cataluña;Congresos, ferias y convenciones;Total;;2018;144443
1698;9;Cataluña;Congresos, ferias y convenciones;Total;;2017;137857
1699;9;Cataluña;Congresos, ferias y convenciones;Total;;2016;170000
1700;9;Cataluña;Congresos, ferias y convenciones;Total;;2015;179075
1701;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2024;857260
1702;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2023;876408
1703;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2022;1315132
1704;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2021;722780
1705;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2020;695007
1706;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2019;875223
1707;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2018;618351
1708;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2017;786756
1709;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2016;819850
1710;9;Cataluña;Desplazamiento al centro de trabajo;Total;;2015;1279157
1711;9;Cataluña;Otros motivos profesionales;Total;;2024;624849
1712;9;Cataluña;Otros motivos profesionales;Total;;2023;880644
1713;9;Cataluña;Otros motivos profesionales;Total;;2022;589561
1714;9;Cataluña;Otros motivos profesionales;Total;;2021;568882
1715;9;Cataluña;Otros motivos profesionales;Total;;2020;332863
1716;9;Cataluña;Otros motivos profesionales;Total;;2019;915907
1717;9;Cataluña;Otros motivos profesionales;Total;;2018;701801
1718;9;Cataluña;Otros motivos profesionales;Total;;2017;755561
1719;9;Cataluña;Otros motivos profesionales;Total;;2016;924386
1720;9;Cataluña;Otros motivos profesionales;Total;;2015;744313
1721;9;Cataluña;Motivos personales;Total;;2024;21395658
1722;9;Cataluña;Motivos personales;Total;;2023;21816801
1723;9;Cataluña;Motivos personales;Total;;2022;22111769
1724;9;Cataluña;Motivos personales;Total;;2021;19270164
1725;9;Cataluña;Motivos personales;Total;;2020;12381028
1726;9;Cataluña;Motivos personales;Total;;2019;23315347
1727;9;Cataluña;Motivos personales;Total;;2018;23702683
1728;9;Cataluña;Motivos personales;Total;;2017;23547768
1729;9;Cataluña;Motivos personales;Total;;2016;20476282
1730;9;Cataluña;Motivos personales;Total;;2015;19437412
1731;9;Cataluña;Ocio, recreo y vacaciones;Total;;2024;13268073
1732;9;Cataluña;Ocio, recreo y vacaciones;Total;;2023;13998091
1733;9;Cataluña;Ocio, recreo y vacaciones;Total;;2022;14269183
1734;9;Cataluña;Ocio, recreo y vacaciones;Total;;2021;11274639
1735;9;Cataluña;Ocio, recreo y vacaciones;Total;;2020;7210209
1736;9;Cataluña;Ocio, recreo y vacaciones;Total;;2019;14839345
1737;9;Cataluña;Ocio, recreo y vacaciones;Total;;2018;15546740
1738;9;Cataluña;Ocio, recreo y vacaciones;Total;;2017;15704731
1739;9;Cataluña;Ocio, recreo y vacaciones;Total;;2016;12378592
1740;9;Cataluña;Ocio, recreo y vacaciones;Total;;2015;11269478
1741;9;Cataluña;Turismo de sol y playa;Total;;2024;3491047
1742;9;Cataluña;Turismo de sol y playa;Total;;2023;4610187
1743;9;Cataluña;Turismo de sol y playa;Total;;2022;4938840
1744;9;Cataluña;Turismo de sol y playa;Total;;2021;3908042
1745;9;Cataluña;Turismo de sol y playa;Total;;2020;2529172
1746;9;Cataluña;Turismo de sol y playa;Total;;2019;3906618
1747;9;Cataluña;Turismo de sol y playa;Total;;2018;3252912
