Destino principal;Concepto turístico;Alojamiento principal: Nivel 1;Alojamiento principal: Nivel 2;Motivo principal;Transporte principal;Forma de organización del viaje;Duración del viaje;Comunidad autónoma de residencia;Periodo;Total
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2024;346.278
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2023;138.507
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2022;170.440
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2021;194.462
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2020;143.382
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2019;356.179
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2018;176.145
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2017;250.164
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2016;181.277
10 Comunitat Valenciana;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2015;218.533
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2024;10.859.020
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2023;11.220.382
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2022;11.264.368
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2021;11.154.694
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2020;8.211.756
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2019;12.747.208
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2018;12.656.868
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2017;12.376.249
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2016;11.075.225
10 Comunitat Valenciana;Viajes;No de mercado;;Total;Total;Total;Total;Total;2015;10.492.583
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2024;4.027.739
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2023;3.289.519
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2022;3.996.442
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2021;4.078.420
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2020;2.915.140
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2019;4.200.644
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2018;4.552.862
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2017;4.328.083
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2016;3.358.491
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2015;3.252.529
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2024;6.575.270
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2023;7.633.429
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2022;6.994.695
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2021;6.741.926
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2020;5.177.245
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2019;8.399.976
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2018;7.997.807
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2017;7.921.581
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2016;7.627.087
10 Comunitat Valenciana;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2015;7.050.704
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2024;256.012
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2023;297.435
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2022;273.231
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2021;334.348
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2020;119.370
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2019;146.587
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2018;106.199
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2017;126.585
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2016;89.648
10 Comunitat Valenciana;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2015;189.351
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2024;1.086.881
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2023;1.284.899
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2022;1.038.416
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2021;988.719
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2020;664.502
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2019;1.372.302
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2018;1.299.358
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2017;1.253.733
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2016;912.981
11 Extremadura;Viajes;De mercado;;Total;Total;Total;Total;Total;2015;1.029.857
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2024;621.324
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2023;693.435
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2022;599.974
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2021;528.280
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2020;280.734
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2019;663.602
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2018;731.660
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2017;670.413
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2016;451.803
11 Extremadura;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2015;522.701
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2024;148.551
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2023;277.611
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2022;136.779
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2021;218.810
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2020;106.779
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2019;309.878
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2018;186.581
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2017;140.043
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2016;188.294
11 Extremadura;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2015;226.864
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2024;""
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2023;""
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2022;""
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2021;""
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2020;""
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2019;""
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2018;""
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2017;""
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2016;""
11 Extremadura;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2015;""
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2024;175.007
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2023;190.736
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2022;120.402
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2021;141.670
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2020;160.626
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2019;181.357
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2018;157.769
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2017;198.953
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2016;167.783
11 Extremadura;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2015;135.897
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2024;""
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2023;""
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2022;""
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2021;""
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2020;""
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2019;""
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2018;""
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2017;""
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2016;""
11 Extremadura;Viajes;Albergue;;Total;Total;Total;Total;Total;2015;""
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2024;88.694
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2023;71.485
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2022;157.807
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2021;48.158
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2020;68.802
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2019;150.149
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2018;117.848
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2017;93.459
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2016;49.393
11 Extremadura;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2015;66.776
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2024;3.095.515
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2023;3.397.206
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2022;3.083.252
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2021;2.475.543
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2020;1.863.026
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2019;3.097.616
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2018;3.686.507
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2017;3.915.450
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2016;3.845.547
11 Extremadura;Viajes;No de mercado;;Total;Total;Total;Total;Total;2015;3.773.661
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2024;877.858
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2023;843.547
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2022;943.589
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2021;830.044
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2020;471.492
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2019;821.508
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2018;852.470
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2017;1.140.562
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2016;1.139.913
11 Extremadura;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2015;960.333
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2024;2.185.362
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2023;2.505.161
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2022;2.086.186
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2021;1.586.017
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2020;1.340.931
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2019;2.246.538
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2018;2.812.817
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2017;2.735.346
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2016;2.671.199
11 Extremadura;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2015;2.713.215
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2024;""
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2023;""
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2022;""
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2021;""
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2020;""
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2019;""
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2018;""
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2017;""
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2016;""
11 Extremadura;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2015;100.113
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2024;3.522.721
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2023;3.768.532
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2022;3.427.948
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2021;3.059.242
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2020;1.599.511
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2019;3.316.039
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2018;3.274.521
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2017;3.228.803
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2016;2.791.023
12 Galicia;Viajes;De mercado;;Total;Total;Total;Total;Total;2015;2.896.333
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2024;1.852.140
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2023;1.927.423
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2022;1.971.458
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2021;1.444.247
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2020;697.970
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2019;2.029.561
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2018;2.080.878
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2017;1.961.535
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2016;1.606.345
12 Galicia;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2015;1.704.115
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2024;1.060.544
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2023;1.100.788
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2022;715.305
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2021;990.923
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2020;464.750
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2019;578.040
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2018;565.956
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2017;504.956
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2016;631.814
12 Galicia;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2015;725.999
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2024;141.833
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2023;254.214
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2022;120.922
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2021;131.335
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2020;136.574
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2019;192.478
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2018;192.044
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2017;183.929
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2016;107.394
12 Galicia;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2015;89.993
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2024;249.600
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2023;295.830
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2022;260.965
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2021;306.102
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2020;162.700
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2019;208.939
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2018;223.380
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2017;251.047
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2016;248.351
12 Galicia;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2015;198.528
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2024;80.762
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2023;102.355
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2022;157.844
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2021;""
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2020;""
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2019;103.057
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2018;""
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2017;104.321
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2016;80.179
12 Galicia;Viajes;Albergue;;Total;Total;Total;Total;Total;2015;""
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2024;137.843
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2023;""
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2022;201.455
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2021;107.091
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2020;124.547
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2019;203.964
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2018;156.075
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2017;223.014
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2016;116.940
12 Galicia;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2015;107.261
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2024;6.586.258
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2023;6.064.064
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2022;6.022.134
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2021;5.263.988
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2020;3.758.348
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2019;6.684.998
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2018;6.789.251
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2017;7.058.780
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2016;6.924.113
12 Galicia;Viajes;No de mercado;;Total;Total;Total;Total;Total;2015;6.975.277
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2024;2.255.145
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2023;1.707.608
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2022;1.644.224
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2021;1.288.729
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2020;1.095.893
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2019;2.064.915
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2018;1.658.068
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2017;1.889.699
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2016;1.692.500
12 Galicia;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2015;1.697.558
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2024;4.192.845
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2023;4.188.902
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2022;4.198.812
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2021;3.773.771
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2020;2.617.313
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2019;4.542.925
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2018;4.943.925
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2017;5.075.911
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2016;5.135.183
12 Galicia;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2015;5.153.356
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2024;138.269
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2023;167.554
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2022;179.099
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2021;201.488
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2020;""
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2019;77.158
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2018;187.258
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2017;93.170
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2016;96.430
12 Galicia;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2015;124.363
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2024;5.984.559
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2023;5.825.444
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2022;5.129.939
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2021;3.665.097
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2020;2.277.995
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2019;5.843.767
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2018;6.023.369
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2017;5.633.898
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2016;5.244.408
13 Madrid, Comunidad de;Viajes;De mercado;;Total;Total;Total;Total;Total;2015;5.103.890
13 Madrid, Comunidad de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2024;4.463.624
13 Madrid, Comunidad de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2023;4.393.673
13 Madrid, Comunidad de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2022;4.010.921
13 Madrid, Comunidad de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2021;2.802.982
13 Madrid, Comunidad de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2020;1.501.103
13 Madrid, Comunidad de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2019;4.496.511
13 Madrid, Comunidad de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2018;4.569.435
13 Madrid, Comunidad de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2017;4.250.925
