Destino principal;Concepto turístico;Alojamiento principal: Nivel 1;Alojamiento principal: Nivel 2;Motivo principal;Transporte principal;Forma de organización del viaje;Duración del viaje;Comunidad autónoma de residencia;Periodo;Total
05 Canarias;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2019;824.571
05 Canarias;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2018;920.903
05 Canarias;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2017;706.008
05 Canarias;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2016;713.493
05 Canarias;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2015;876.515
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2024;2.099.192
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2023;2.738.443
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2022;1.925.239
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2021;2.049.008
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2020;1.791.412
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2019;2.333.858
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2018;2.558.916
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2017;2.617.942
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2016;2.278.680
05 Canarias;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2015;2.382.563
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2024;271.760
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2023;207.499
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2022;""
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2021;102.587
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2020;""
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2019;209.405
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2018;""
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2017;135.991
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2016;213.923
05 Canarias;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2015;85.395
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2024;1.562.607
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2023;1.757.038
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2022;1.496.973
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2021;1.262.422
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2020;971.589
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2019;1.650.427
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2018;1.581.426
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2017;1.402.932
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2016;1.441.593
06 Cantabria;Viajes;De mercado;;Total;Total;Total;Total;Total;2015;1.568.976
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2024;716.453
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2023;669.680
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2022;722.606
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2021;500.134
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2020;391.916
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2019;755.524
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2018;706.242
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2017;733.343
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2016;758.178
06 Cantabria;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2015;688.551
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2024;477.976
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2023;446.646
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2022;251.576
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2021;311.183
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2020;292.471
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2019;352.746
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2018;300.586
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2017;199.795
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2016;246.397
06 Cantabria;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2015;226.980
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2024;115.851
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2023;199.728
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2022;213.130
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2021;162.823
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2020;101.022
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2019;185.592
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2018;221.018
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2017;127.837
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2016;135.918
06 Cantabria;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2015;321.897
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2024;202.960
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2023;362.433
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2022;205.277
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2021;219.388
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2020;149.471
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2019;301.300
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2018;288.030
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2017;266.424
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2016;253.370
06 Cantabria;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2015;258.700
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2018;""
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2017;""
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Albergue;;Total;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2022;97.734
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2020;33.952
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2018;40.694
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2017;54.230
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2024;2.459.552
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2023;2.444.738
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2022;2.112.761
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2021;2.021.208
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2020;1.416.863
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2019;2.387.226
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2018;2.851.992
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2017;3.224.363
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2016;2.727.039
06 Cantabria;Viajes;No de mercado;;Total;Total;Total;Total;Total;2015;2.132.689
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2024;1.003.854
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2023;824.168
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2022;966.503
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2021;767.296
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2020;551.244
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2019;924.257
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2018;1.258.242
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2017;1.480.124
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2016;1.116.899
06 Cantabria;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2015;839.399
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2024;1.368.008
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2023;1.554.205
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2022;1.096.149
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2021;1.190.253
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2020;845.452
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2019;1.422.896
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2018;1.526.898
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2017;1.682.683
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2016;1.563.817
06 Cantabria;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2015;1.221.640
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2024;87.690
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2023;66.366
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2021;63.659
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2019;40.074
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2018;66.852
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2017;61.556
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2015;71.649
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2024;3.926.211
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2023;4.651.931
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2022;3.969.059
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2021;2.762.733
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2020;1.814.288
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2019;4.603.718
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2018;4.478.132
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2017;3.926.219
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2016;3.670.035
07 Castilla y León;Viajes;De mercado;;Total;Total;Total;Total;Total;2015;3.307.009
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2024;2.200.182
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2023;2.376.783
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2022;2.223.227
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2021;1.531.703
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2020;991.669
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2019;2.531.018
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2018;2.410.784
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2017;2.296.465
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2016;2.360.646
07 Castilla y León;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2015;1.960.480
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2024;724.958
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2023;890.325
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2022;691.525
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2021;417.701
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2020;356.911
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2019;727.085
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2018;525.835
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2017;381.817
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2016;274.366
07 Castilla y León;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2015;316.353
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2024;176.689
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2023;187.002
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2022;205.060
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2021;134.335
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2020;""
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2019;197.881
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2018;225.945
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2017;168.944
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2016;155.606
07 Castilla y León;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2015;165.200
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2024;520.935
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2023;830.502
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2022;661.890
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2021;553.868
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2020;279.343
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2019;630.894
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2018;772.592
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2017;630.061
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2016;624.528
07 Castilla y León;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2015;649.486
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2024;93.559
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2023;""
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2022;""
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2021;""
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2020;""
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2019;""
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2018;""
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2017;80.569
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2016;""
07 Castilla y León;Viajes;Albergue;;Total;Total;Total;Total;Total;2015;60.105
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2024;209.888
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2023;318.329
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2022;128.322
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2021;112.217
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2020;71.635
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2019;435.265
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2018;436.637
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2017;368.362
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2016;173.450
07 Castilla y León;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2015;155.385
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2024;10.943.054
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2023;11.749.671
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2022;11.119.771
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2021;9.750.578
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2020;7.767.331
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2019;12.951.525
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2018;13.227.767
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2017;13.592.427
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2016;13.503.497
07 Castilla y León;Viajes;No de mercado;;Total;Total;Total;Total;Total;2015;12.754.027
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2024;3.827.909
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2023;3.833.032
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2022;3.759.609
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2021;3.924.579
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2020;2.805.621
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2019;4.345.512
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2018;4.075.848
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2017;4.664.405
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2016;4.207.993
07 Castilla y León;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2015;3.449.634
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2024;6.895.687
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2023;7.684.487
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2022;7.203.362
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2021;5.687.776
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2020;4.903.979
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2019;8.384.452
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2018;8.984.013
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2017;8.819.471
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2016;9.158.555
07 Castilla y León;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2015;9.188.923
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2024;219.458
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2023;232.152
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2022;156.799
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2021;138.223
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2020;57.731
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2019;221.561
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2018;167.906
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2017;108.551
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2016;136.948
07 Castilla y León;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2015;115.471
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2024;2.794.730
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2023;2.447.837
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2022;2.253.453
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2021;1.899.105
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2020;1.388.951
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2019;2.301.013
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2018;2.272.246
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2017;2.107.059
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2016;2.151.673
08 Castilla - La Mancha;Viajes;De mercado;;Total;Total;Total;Total;Total;2015;2.113.372
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2024;1.337.053
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2023;1.149.035
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2022;1.138.855
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2021;896.641
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2020;470.566
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2019;1.219.095
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2018;1.189.074
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2017;984.404
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2016;1.129.506
08 Castilla - La Mancha;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2015;1.026.965
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2024;649.741
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2023;653.177
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2022;531.216
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2021;496.296
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2020;542.573
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2019;380.353
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2018;320.738
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2017;246.646
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2016;326.074
08 Castilla - La Mancha;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2015;471.099
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2024;""
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2023;""
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2022;""
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2021;""
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2020;""
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2019;""
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2018;""
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2017;""
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2016;""
08 Castilla - La Mancha;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2015;""
08 Castilla - La Mancha;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2024;468.611
08 Castilla - La Mancha;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2023;462.619
