Destino;Concepto turístico;Tipo de dato;Periodo;Total
05 Canarias;Gasto total;Valor absoluto;2025T3;918.139,43
05 Canarias;Gasto total;Valor absoluto;2025T2;594.552,37
05 Canarias;Gasto total;Valor absoluto;2025T1;492.161,21
05 Canarias;Gasto total;Valor absoluto;2024T4;520.310,29
05 Canarias;Gasto total;Valor absoluto;2024T3;915.314,10
05 Canarias;Gasto total;Valor absoluto;2024T2;578.644,02
05 Canarias;Gasto total;Valor absoluto;2024T1;458.791,07
05 Canarias;Gasto total;Valor absoluto;2023T4;531.791,53
05 Canarias;Gasto total;Valor absoluto;2023T3;911.194,98
05 Canarias;Gasto total;Valor absoluto;2023T2;589.824,51
05 Canarias;Gasto total;Valor absoluto;2023T1;429.989,85
05 Canarias;Gasto total;Valor absoluto;2022T4;451.686,77
05 Canarias;Gasto total;Valor absoluto;2022T3;886.944,98
05 Canarias;Gasto total;Valor absoluto;2022T2;478.973,57
05 Canarias;Gasto total;Valor absoluto;2022T1;325.175,90
05 Canarias;Gasto total;Valor absoluto;2021T4;386.115,89
05 Canarias;Gasto total;Valor absoluto;2021T3;802.014,48
05 Canarias;Gasto total;Valor absoluto;2021T2;247.676,28
05 Canarias;Gasto total;Valor absoluto;2021T1;129.460,85
05 Canarias;Gasto total;Valor absoluto;2020T4;196.187,57
05 Canarias;Gasto total;Valor absoluto;2020T3;521.968,79
05 Canarias;Gasto total;Valor absoluto;2020T2;49.607,65
05 Canarias;Gasto total;Valor absoluto;2020T1;258.304,28
05 Canarias;Gasto total;Valor absoluto;2019T4;376.141,26
05 Canarias;Gasto total;Valor absoluto;2019T3;720.717,17
05 Canarias;Gasto total;Valor absoluto;2019T2;458.259,85
05 Canarias;Gasto total;Valor absoluto;2019T1;317.916,77
05 Canarias;Gasto total;Valor absoluto;2018T4;367.505,69
05 Canarias;Gasto total;Valor absoluto;2018T3;707.747,81
05 Canarias;Gasto total;Valor absoluto;2018T2;400.650,82
05 Canarias;Gasto total;Valor absoluto;2018T1;326.584,49
05 Canarias;Gasto total;Valor absoluto;2017T4;386.189,38
05 Canarias;Gasto total;Valor absoluto;2017T3;723.424,09
05 Canarias;Gasto total;Valor absoluto;2017T2;419.353,59
05 Canarias;Gasto total;Valor absoluto;2017T1;267.804,70
05 Canarias;Gasto total;Valor absoluto;2016T4;318.976,00
05 Canarias;Gasto total;Valor absoluto;2016T3;581.452,96
05 Canarias;Gasto total;Valor absoluto;2016T2;370.587,34
05 Canarias;Gasto total;Valor absoluto;2016T1;335.175,81
05 Canarias;Gasto total;Valor absoluto;2015T4;290.561,30
05 Canarias;Gasto total;Valor absoluto;2015T3;550.748,89
05 Canarias;Gasto total;Valor absoluto;2015T2;323.935,61
05 Canarias;Gasto total;Valor absoluto;2015T1;262.498,24
05 Canarias;Gasto medio por persona;Valor absoluto;2025T3;470,48
05 Canarias;Gasto medio por persona;Valor absoluto;2025T2;378,66
05 Canarias;Gasto medio por persona;Valor absoluto;2025T1;357,04
05 Canarias;Gasto medio por persona;Valor absoluto;2024T4;335,98
05 Canarias;Gasto medio por persona;Valor absoluto;2024T3;419,35
05 Canarias;Gasto medio por persona;Valor absoluto;2024T2;332,96
05 Canarias;Gasto medio por persona;Valor absoluto;2024T1;341,92
05 Canarias;Gasto medio por persona;Valor absoluto;2023T4;320,99
05 Canarias;Gasto medio por persona;Valor absoluto;2023T3;400,48
05 Canarias;Gasto medio por persona;Valor absoluto;2023T2;311,94
05 Canarias;Gasto medio por persona;Valor absoluto;2023T1;333,93
05 Canarias;Gasto medio por persona;Valor absoluto;2022T4;346,77
05 Canarias;Gasto medio por persona;Valor absoluto;2022T3;456,79
05 Canarias;Gasto medio por persona;Valor absoluto;2022T2;355,89
05 Canarias;Gasto medio por persona;Valor absoluto;2022T1;380,4
05 Canarias;Gasto medio por persona;Valor absoluto;2021T4;328,39
05 Canarias;Gasto medio por persona;Valor absoluto;2021T3;415,21
05 Canarias;Gasto medio por persona;Valor absoluto;2021T2;221,67
05 Canarias;Gasto medio por persona;Valor absoluto;2021T1;137,75
05 Canarias;Gasto medio por persona;Valor absoluto;2020T4;183,13
05 Canarias;Gasto medio por persona;Valor absoluto;2020T3;292,46
05 Canarias;Gasto medio por persona;Valor absoluto;2020T2;120,35
05 Canarias;Gasto medio por persona;Valor absoluto;2020T1;267,82
05 Canarias;Gasto medio por persona;Valor absoluto;2019T4;281,29
05 Canarias;Gasto medio por persona;Valor absoluto;2019T3;318,63
05 Canarias;Gasto medio por persona;Valor absoluto;2019T2;305,61
05 Canarias;Gasto medio por persona;Valor absoluto;2019T1;225,11
05 Canarias;Gasto medio por persona;Valor absoluto;2018T4;263,01
05 Canarias;Gasto medio por persona;Valor absoluto;2018T3;327,97
05 Canarias;Gasto medio por persona;Valor absoluto;2018T2;256,37
05 Canarias;Gasto medio por persona;Valor absoluto;2018T1;249,49
05 Canarias;Gasto medio por persona;Valor absoluto;2017T4;269,15
05 Canarias;Gasto medio por persona;Valor absoluto;2017T3;339,44
05 Canarias;Gasto medio por persona;Valor absoluto;2017T2;279,38
05 Canarias;Gasto medio por persona;Valor absoluto;2017T1;223,15
05 Canarias;Gasto medio por persona;Valor absoluto;2016T4;260,59
05 Canarias;Gasto medio por persona;Valor absoluto;2016T3;334,72
05 Canarias;Gasto medio por persona;Valor absoluto;2016T2;248,36
05 Canarias;Gasto medio por persona;Valor absoluto;2016T1;266,23
05 Canarias;Gasto medio por persona;Valor absoluto;2015T4;241,79
05 Canarias;Gasto medio por persona;Valor absoluto;2015T3;339,26
05 Canarias;Gasto medio por persona;Valor absoluto;2015T2;218,12
05 Canarias;Gasto medio por persona;Valor absoluto;2015T1;217,77
06 Cantabria;Viajes;Valor absoluto;2025T3;1.754.450
06 Cantabria;Viajes;Valor absoluto;2025T2;907.364
06 Cantabria;Viajes;Valor absoluto;2025T1;522.287
06 Cantabria;Viajes;Valor absoluto;2024T4;730.697
06 Cantabria;Viajes;Valor absoluto;2024T3;1.688.375
06 Cantabria;Viajes;Valor absoluto;2024T2;944.563
06 Cantabria;Viajes;Valor absoluto;2024T1;658.524
06 Cantabria;Viajes;Valor absoluto;2023T4;828.973
06 Cantabria;Viajes;Valor absoluto;2023T3;1.788.446
06 Cantabria;Viajes;Valor absoluto;2023T2;1.155.111
06 Cantabria;Viajes;Valor absoluto;2023T1;429.246
06 Cantabria;Viajes;Valor absoluto;2022T4;675.982
06 Cantabria;Viajes;Valor absoluto;2022T3;1.452.070
06 Cantabria;Viajes;Valor absoluto;2022T2;985.887
06 Cantabria;Viajes;Valor absoluto;2022T1;495.796
06 Cantabria;Viajes;Valor absoluto;2021T4;626.122
06 Cantabria;Viajes;Valor absoluto;2021T3;1.622.671
06 Cantabria;Viajes;Valor absoluto;2021T2;788.935
06 Cantabria;Viajes;Valor absoluto;2021T1;245.901
06 Cantabria;Viajes;Valor absoluto;2020T4;213.562
06 Cantabria;Viajes;Valor absoluto;2020T3;1.533.210
06 Cantabria;Viajes;Valor absoluto;2020T2;189.826
06 Cantabria;Viajes;Valor absoluto;2020T1;451.855
06 Cantabria;Viajes;Valor absoluto;2019T4;679.238
06 Cantabria;Viajes;Valor absoluto;2019T3;1.539.861
06 Cantabria;Viajes;Valor absoluto;2019T2;1.143.198
06 Cantabria;Viajes;Valor absoluto;2019T1;675.356
06 Cantabria;Viajes;Valor absoluto;2018T4;725.229
06 Cantabria;Viajes;Valor absoluto;2018T3;1.715.671
06 Cantabria;Viajes;Valor absoluto;2018T2;1.289.991
06 Cantabria;Viajes;Valor absoluto;2018T1;702.527
06 Cantabria;Viajes;Valor absoluto;2017T4;765.182
06 Cantabria;Viajes;Valor absoluto;2017T3;1.802.979
06 Cantabria;Viajes;Valor absoluto;2017T2;1.273.797
06 Cantabria;Viajes;Valor absoluto;2017T1;785.337
06 Cantabria;Viajes;Valor absoluto;2016T4;765.002
06 Cantabria;Viajes;Valor absoluto;2016T3;1.720.382
06 Cantabria;Viajes;Valor absoluto;2016T2;1.031.675
06 Cantabria;Viajes;Valor absoluto;2016T1;651.573
06 Cantabria;Viajes;Valor absoluto;2015T4;592.552
06 Cantabria;Viajes;Valor absoluto;2015T3;1.300.684
06 Cantabria;Viajes;Valor absoluto;2015T2;1.195.982
06 Cantabria;Viajes;Valor absoluto;2015T1;612.447
06 Cantabria;Duración media de los viajes;Valor absoluto;2025T3;6,07
06 Cantabria;Duración media de los viajes;Valor absoluto;2025T2;3,25
06 Cantabria;Duración media de los viajes;Valor absoluto;2025T1;2,64
06 Cantabria;Duración media de los viajes;Valor absoluto;2024T4;2,69
06 Cantabria;Duración media de los viajes;Valor absoluto;2024T3;6,12
06 Cantabria;Duración media de los viajes;Valor absoluto;2024T2;2,81
06 Cantabria;Duración media de los viajes;Valor absoluto;2024T1;2,9
06 Cantabria;Duración media de los viajes;Valor absoluto;2023T4;3,19
06 Cantabria;Duración media de los viajes;Valor absoluto;2023T3;6,16
06 Cantabria;Duración media de los viajes;Valor absoluto;2023T2;3,01
06 Cantabria;Duración media de los viajes;Valor absoluto;2023T1;2,81
06 Cantabria;Duración media de los viajes;Valor absoluto;2022T4;2,76
06 Cantabria;Duración media de los viajes;Valor absoluto;2022T3;6,19
06 Cantabria;Duración media de los viajes;Valor absoluto;2022T2;2,64
06 Cantabria;Duración media de los viajes;Valor absoluto;2022T1;2,54
06 Cantabria;Duración media de los viajes;Valor absoluto;2021T4;3,12
06 Cantabria;Duración media de los viajes;Valor absoluto;2021T3;6,17
06 Cantabria;Duración media de los viajes;Valor absoluto;2021T2;2,48
06 Cantabria;Duración media de los viajes;Valor absoluto;2021T1;2,99
06 Cantabria;Duración media de los viajes;Valor absoluto;2020T4;2,95
06 Cantabria;Duración media de los viajes;Valor absoluto;2020T3;6,07
06 Cantabria;Duración media de los viajes;Valor absoluto;2020T2;3,19
06 Cantabria;Duración media de los viajes;Valor absoluto;2020T1;2,64
06 Cantabria;Duración media de los viajes;Valor absoluto;2019T4;2,76
06 Cantabria;Duración media de los viajes;Valor absoluto;2019T3;5,86
06 Cantabria;Duración media de los viajes;Valor absoluto;2019T2;3,01
06 Cantabria;Duración media de los viajes;Valor absoluto;2019T1;2,71
06 Cantabria;Duración media de los viajes;Valor absoluto;2018T4;2,94
06 Cantabria;Duración media de los viajes;Valor absoluto;2018T3;6,12
06 Cantabria;Duración media de los viajes;Valor absoluto;2018T2;2,69
06 Cantabria;Duración media de los viajes;Valor absoluto;2018T1;2,49
06 Cantabria;Duración media de los viajes;Valor absoluto;2017T4;2,99
06 Cantabria;Duración media de los viajes;Valor absoluto;2017T3;6,61
06 Cantabria;Duración media de los viajes;Valor absoluto;2017T2;2,94
06 Cantabria;Duración media de los viajes;Valor absoluto;2017T1;2,4
06 Cantabria;Duración media de los viajes;Valor absoluto;2016T4;2,78
06 Cantabria;Duración media de los viajes;Valor absoluto;2016T3;5,99
06 Cantabria;Duración media de los viajes;Valor absoluto;2016T2;2,63
06 Cantabria;Duración media de los viajes;Valor absoluto;2016T1;3,1
06 Cantabria;Duración media de los viajes;Valor absoluto;2015T4;2,34
06 Cantabria;Duración media de los viajes;Valor absoluto;2015T3;5,73
06 Cantabria;Duración media de los viajes;Valor absoluto;2015T2;2,64
06 Cantabria;Duración media de los viajes;Valor absoluto;2015T1;2,58
06 Cantabria;Pernoctaciones;Valor absoluto;2025T3;10.644.830
06 Cantabria;Pernoctaciones;Valor absoluto;2025T2;2.946.370
06 Cantabria;Pernoctaciones;Valor absoluto;2025T1;1.377.270
06 Cantabria;Pernoctaciones;Valor absoluto;2024T4;1.967.160
06 Cantabria;Pernoctaciones;Valor absoluto;2024T3;10.339.087
06 Cantabria;Pernoctaciones;Valor absoluto;2024T2;2.656.633
06 Cantabria;Pernoctaciones;Valor absoluto;2024T1;1.912.311
06 Cantabria;Pernoctaciones;Valor absoluto;2023T4;2.645.231
06 Cantabria;Pernoctaciones;Valor absoluto;2023T3;11.020.048
06 Cantabria;Pernoctaciones;Valor absoluto;2023T2;3.475.980
06 Cantabria;Pernoctaciones;Valor absoluto;2023T1;1.205.884
06 Cantabria;Pernoctaciones;Valor absoluto;2022T4;1.866.044
06 Cantabria;Pernoctaciones;Valor absoluto;2022T3;8.981.415
06 Cantabria;Pernoctaciones;Valor absoluto;2022T2;2.606.854
06 Cantabria;Pernoctaciones;Valor absoluto;2022T1;1.257.739
06 Cantabria;Pernoctaciones;Valor absoluto;2021T4;1.953.365
06 Cantabria;Pernoctaciones;Valor absoluto;2021T3;10.012.746
06 Cantabria;Pernoctaciones;Valor absoluto;2021T2;1.960.269
06 Cantabria;Pernoctaciones;Valor absoluto;2021T1;736.233
06 Cantabria;Pernoctaciones;Valor absoluto;2020T4;630.824
06 Cantabria;Pernoctaciones;Valor absoluto;2020T3;9.300.005
06 Cantabria;Pernoctaciones;Valor absoluto;2020T2;605.612
06 Cantabria;Pernoctaciones;Valor absoluto;2020T1;1.191.753
06 Cantabria;Pernoctaciones;Valor absoluto;2019T4;1.873.698
06 Cantabria;Pernoctaciones;Valor absoluto;2019T3;9.020.221
06 Cantabria;Pernoctaciones;Valor absoluto;2019T2;3.436.493
06 Cantabria;Pernoctaciones;Valor absoluto;2019T1;1.829.535
06 Cantabria;Pernoctaciones;Valor absoluto;2018T4;2.135.362
06 Cantabria;Pernoctaciones;Valor absoluto;2018T3;10.507.477
06 Cantabria;Pernoctaciones;Valor absoluto;2018T2;3.473.305
06 Cantabria;Pernoctaciones;Valor absoluto;2018T1;1.751.024
06 Cantabria;Pernoctaciones;Valor absoluto;2017T4;2.285.489
06 Cantabria;Pernoctaciones;Valor absoluto;2017T3;11.923.583
06 Cantabria;Pernoctaciones;Valor absoluto;2017T2;3.748.677
06 Cantabria;Pernoctaciones;Valor absoluto;2017T1;1.885.218
06 Cantabria;Pernoctaciones;Valor absoluto;2016T4;2.130.105
06 Cantabria;Pernoctaciones;Valor absoluto;2016T3;10.305.723
06 Cantabria;Pernoctaciones;Valor absoluto;2016T2;2.712.988
06 Cantabria;Pernoctaciones;Valor absoluto;2016T1;2.020.237
06 Cantabria;Pernoctaciones;Valor absoluto;2015T4;1.389.126
06 Cantabria;Pernoctaciones;Valor absoluto;2015T3;7.458.214
06 Cantabria;Pernoctaciones;Valor absoluto;2015T2;3.156.764
06 Cantabria;Pernoctaciones;Valor absoluto;2015T1;1.580.583
06 Cantabria;Gasto total;Valor absoluto;2025T3;624.898,38
06 Cantabria;Gasto total;Valor absoluto;2025T2;218.813,10
06 Cantabria;Gasto total;Valor absoluto;2025T1;97.163,01
06 Cantabria;Gasto total;Valor absoluto;2024T4;145.106,32
06 Cantabria;Gasto total;Valor absoluto;2024T3;497.636,00
06 Cantabria;Gasto total;Valor absoluto;2024T2;200.301,75
06 Cantabria;Gasto total;Valor absoluto;2024T1;123.407,02
06 Cantabria;Gasto total;Valor absoluto;2023T4;166.979,63
06 Cantabria;Gasto total;Valor absoluto;2023T3;582.156,63
06 Cantabria;Gasto total;Valor absoluto;2023T2;218.755,42
06 Cantabria;Gasto total;Valor absoluto;2023T1;79.721,41
06 Cantabria;Gasto total;Valor absoluto;2022T4;110.633,97
06 Cantabria;Gasto total;Valor absoluto;2022T3;444.466,27
06 Cantabria;Gasto total;Valor absoluto;2022T2;151.349,46
06 Cantabria;Gasto total;Valor absoluto;2022T1;77.533,60
06 Cantabria;Gasto total;Valor absoluto;2021T4;117.192,73
06 Cantabria;Gasto total;Valor absoluto;2021T3;410.693,19
06 Cantabria;Gasto total;Valor absoluto;2021T2;95.817,01
06 Cantabria;Gasto total;Valor absoluto;2021T1;35.577,57
06 Cantabria;Gasto total;Valor absoluto;2020T4;28.614,88
06 Cantabria;Gasto total;Valor absoluto;2020T3;407.764,87
06 Cantabria;Gasto total;Valor absoluto;2020T2;21.659,33
06 Cantabria;Gasto total;Valor absoluto;2020T1;56.222,92
06 Cantabria;Gasto total;Valor absoluto;2019T4;101.355,15
06 Cantabria;Gasto total;Valor absoluto;2019T3;375.481,66
06 Cantabria;Gasto total;Valor absoluto;2019T2;183.948,78
06 Cantabria;Gasto total;Valor absoluto;2019T1;82.903,25
06 Cantabria;Gasto total;Valor absoluto;2018T4;102.948,70
06 Cantabria;Gasto total;Valor absoluto;2018T3;406.595,88
06 Cantabria;Gasto total;Valor absoluto;2018T2;173.533,86
06 Cantabria;Gasto total;Valor absoluto;2018T1;80.590,98
06 Cantabria;Gasto total;Valor absoluto;2017T4;104.782,89
06 Cantabria;Gasto total;Valor absoluto;2017T3;423.273,04
06 Cantabria;Gasto total;Valor absoluto;2017T2;170.273,97
06 Cantabria;Gasto total;Valor absoluto;2017T1;72.473,88
06 Cantabria;Gasto total;Valor absoluto;2016T4;102.264,26
06 Cantabria;Gasto total;Valor absoluto;2016T3;356.364,38
06 Cantabria;Gasto total;Valor absoluto;2016T2;131.401,09
06 Cantabria;Gasto total;Valor absoluto;2016T1;114.403,40
06 Cantabria;Gasto total;Valor absoluto;2015T4;64.435,77
06 Cantabria;Gasto total;Valor absoluto;2015T3;299.478,98
06 Cantabria;Gasto total;Valor absoluto;2015T2;143.415,79
06 Cantabria;Gasto total;Valor absoluto;2015T1;63.533,04
06 Cantabria;Gasto medio por persona;Valor absoluto;2025T3;356,18
06 Cantabria;Gasto medio por persona;Valor absoluto;2025T2;241,15
06 Cantabria;Gasto medio por persona;Valor absoluto;2025T1;186,03
06 Cantabria;Gasto medio por persona;Valor absoluto;2024T4;198,59
06 Cantabria;Gasto medio por persona;Valor absoluto;2024T3;294,74
06 Cantabria;Gasto medio por persona;Valor absoluto;2024T2;212,06
06 Cantabria;Gasto medio por persona;Valor absoluto;2024T1;187,4
06 Cantabria;Gasto medio por persona;Valor absoluto;2023T4;201,43
06 Cantabria;Gasto medio por persona;Valor absoluto;2023T3;325,51
06 Cantabria;Gasto medio por persona;Valor absoluto;2023T2;189,38
06 Cantabria;Gasto medio por persona;Valor absoluto;2023T1;185,72
06 Cantabria;Gasto medio por persona;Valor absoluto;2022T4;163,66
06 Cantabria;Gasto medio por persona;Valor absoluto;2022T3;306,09
06 Cantabria;Gasto medio por persona;Valor absoluto;2022T2;153,52
06 Cantabria;Gasto medio por persona;Valor absoluto;2022T1;156,38
06 Cantabria;Gasto medio por persona;Valor absoluto;2021T4;187,17
06 Cantabria;Gasto medio por persona;Valor absoluto;2021T3;253,1
06 Cantabria;Gasto medio por persona;Valor absoluto;2021T2;121,45
06 Cantabria;Gasto medio por persona;Valor absoluto;2021T1;144,68
06 Cantabria;Gasto medio por persona;Valor absoluto;2020T4;133,99
06 Cantabria;Gasto medio por persona;Valor absoluto;2020T3;265,95
06 Cantabria;Gasto medio por persona;Valor absoluto;2020T2;114,1
06 Cantabria;Gasto medio por persona;Valor absoluto;2020T1;124,43
06 Cantabria;Gasto medio por persona;Valor absoluto;2019T4;149,22
06 Cantabria;Gasto medio por persona;Valor absoluto;2019T3;243,84
06 Cantabria;Gasto medio por persona;Valor absoluto;2019T2;160,91
06 Cantabria;Gasto medio por persona;Valor absoluto;2019T1;122,75
06 Cantabria;Gasto medio por persona;Valor absoluto;2018T4;141,95
06 Cantabria;Gasto medio por persona;Valor absoluto;2018T3;236,99
06 Cantabria;Gasto medio por persona;Valor absoluto;2018T2;134,52
06 Cantabria;Gasto medio por persona;Valor absoluto;2018T1;114,72
06 Cantabria;Gasto medio por persona;Valor absoluto;2017T4;136,94
06 Cantabria;Gasto medio por persona;Valor absoluto;2017T3;234,76
06 Cantabria;Gasto medio por persona;Valor absoluto;2017T2;133,67
06 Cantabria;Gasto medio por persona;Valor absoluto;2017T1;92,28
06 Cantabria;Gasto medio por persona;Valor absoluto;2016T4;133,68
06 Cantabria;Gasto medio por persona;Valor absoluto;2016T3;207,14
06 Cantabria;Gasto medio por persona;Valor absoluto;2016T2;127,37
06 Cantabria;Gasto medio por persona;Valor absoluto;2016T1;175,58
06 Cantabria;Gasto medio por persona;Valor absoluto;2015T4;108,74
06 Cantabria;Gasto medio por persona;Valor absoluto;2015T3;230,25
06 Cantabria;Gasto medio por persona;Valor absoluto;2015T2;119,91
06 Cantabria;Gasto medio por persona;Valor absoluto;2015T1;103,74
07 Castilla y León;Viajes;Valor absoluto;2025T3;4.714.920
07 Castilla y León;Viajes;Valor absoluto;2025T2;3.848.592
07 Castilla y León;Viajes;Valor absoluto;2025T1;2.886.044
07 Castilla y León;Viajes;Valor absoluto;2024T4;2.976.218
07 Castilla y León;Viajes;Valor absoluto;2024T3;4.736.929
07 Castilla y León;Viajes;Valor absoluto;2024T2;3.718.244
07 Castilla y León;Viajes;Valor absoluto;2024T1;3.437.873
07 Castilla y León;Viajes;Valor absoluto;2023T4;3.641.225
07 Castilla y León;Viajes;Valor absoluto;2023T3;5.064.235
07 Castilla y León;Viajes;Valor absoluto;2023T2;4.526.503
07 Castilla y León;Viajes;Valor absoluto;2023T1;3.169.639
07 Castilla y León;Viajes;Valor absoluto;2022T4;3.618.776
07 Castilla y León;Viajes;Valor absoluto;2022T3;4.568.686
07 Castilla y León;Viajes;Valor absoluto;2022T2;3.801.856
07 Castilla y León;Viajes;Valor absoluto;2022T1;3.099.511
07 Castilla y León;Viajes;Valor absoluto;2021T4;3.457.039
07 Castilla y León;Viajes;Valor absoluto;2021T3;4.773.968
07 Castilla y León;Viajes;Valor absoluto;2021T2;3.049.384
07 Castilla y León;Viajes;Valor absoluto;2021T1;1.232.920
07 Castilla y León;Viajes;Valor absoluto;2020T4;1.644.183
07 Castilla y León;Viajes;Valor absoluto;2020T3;4.695.376
07 Castilla y León;Viajes;Valor absoluto;2020T2;707.966
07 Castilla y León;Viajes;Valor absoluto;2020T1;2.534.094
07 Castilla y León;Viajes;Valor absoluto;2019T4;3.974.540
07 Castilla y León;Viajes;Valor absoluto;2019T3;5.273.611
07 Castilla y León;Viajes;Valor absoluto;2019T2;4.610.112
07 Castilla y León;Viajes;Valor absoluto;2019T1;3.696.980
07 Castilla y León;Viajes;Valor absoluto;2018T4;3.745.311
07 Castilla y León;Viajes;Valor absoluto;2018T3;5.343.118
07 Castilla y León;Viajes;Valor absoluto;2018T2;4.525.759
07 Castilla y León;Viajes;Valor absoluto;2018T1;4.091.711
07 Castilla y León;Viajes;Valor absoluto;2017T4;3.918.797
07 Castilla y León;Viajes;Valor absoluto;2017T3;5.043.963
07 Castilla y León;Viajes;Valor absoluto;2017T2;4.647.950
07 Castilla y León;Viajes;Valor absoluto;2017T1;3.907.936
07 Castilla y León;Viajes;Valor absoluto;2016T4;3.906.326
07 Castilla y León;Viajes;Valor absoluto;2016T3;5.584.943
07 Castilla y León;Viajes;Valor absoluto;2016T2;3.832.207
07 Castilla y León;Viajes;Valor absoluto;2016T1;3.850.056
07 Castilla y León;Viajes;Valor absoluto;2015T4;3.861.845
07 Castilla y León;Viajes;Valor absoluto;2015T3;5.163.852
07 Castilla y León;Viajes;Valor absoluto;2015T2;4.069.251
07 Castilla y León;Viajes;Valor absoluto;2015T1;2.966.089
07 Castilla y León;Duración media de los viajes;Valor absoluto;2025T3;6,66
07 Castilla y León;Duración media de los viajes;Valor absoluto;2025T2;3,04
07 Castilla y León;Duración media de los viajes;Valor absoluto;2025T1;2,87
07 Castilla y León;Duración media de los viajes;Valor absoluto;2024T4;3,01
07 Castilla y León;Duración media de los viajes;Valor absoluto;2024T3;6,54
07 Castilla y León;Duración media de los viajes;Valor absoluto;2024T2;2,72
07 Castilla y León;Duración media de los viajes;Valor absoluto;2024T1;3,17
07 Castilla y León;Duración media de los viajes;Valor absoluto;2023T4;3,2
07 Castilla y León;Duración media de los viajes;Valor absoluto;2023T3;6,01
07 Castilla y León;Duración media de los viajes;Valor absoluto;2023T2;2,7
07 Castilla y León;Duración media de los viajes;Valor absoluto;2023T1;2,78
07 Castilla y León;Duración media de los viajes;Valor absoluto;2022T4;2,77
07 Castilla y León;Duración media de los viajes;Valor absoluto;2022T3;6,54
07 Castilla y León;Duración media de los viajes;Valor absoluto;2022T2;2,83
07 Castilla y León;Duración media de los viajes;Valor absoluto;2022T1;2,61
07 Castilla y León;Duración media de los viajes;Valor absoluto;2021T4;3,02
07 Castilla y León;Duración media de los viajes;Valor absoluto;2021T3;6,13
07 Castilla y León;Duración media de los viajes;Valor absoluto;2021T2;2,7
07 Castilla y León;Duración media de los viajes;Valor absoluto;2021T1;2,95
07 Castilla y León;Duración media de los viajes;Valor absoluto;2020T4;4,39
07 Castilla y León;Duración media de los viajes;Valor absoluto;2020T3;6,85
07 Castilla y León;Duración media de los viajes;Valor absoluto;2020T2;2,87
07 Castilla y León;Duración media de los viajes;Valor absoluto;2020T1;2,98
07 Castilla y León;Duración media de los viajes;Valor absoluto;2019T4;2,9
07 Castilla y León;Duración media de los viajes;Valor absoluto;2019T3;6,18
07 Castilla y León;Duración media de los viajes;Valor absoluto;2019T2;2,68
07 Castilla y León;Duración media de los viajes;Valor absoluto;2019T1;2,7
07 Castilla y León;Duración media de los viajes;Valor absoluto;2018T4;2,77
07 Castilla y León;Duración media de los viajes;Valor absoluto;2018T3;5,71
07 Castilla y León;Duración media de los viajes;Valor absoluto;2018T2;2,78
07 Castilla y León;Duración media de los viajes;Valor absoluto;2018T1;2,87
07 Castilla y León;Duración media de los viajes;Valor absoluto;2017T4;2,74
07 Castilla y León;Duración media de los viajes;Valor absoluto;2017T3;6,42
07 Castilla y León;Duración media de los viajes;Valor absoluto;2017T2;2,67
07 Castilla y León;Duración media de los viajes;Valor absoluto;2017T1;2,62
07 Castilla y León;Duración media de los viajes;Valor absoluto;2016T4;3,04
07 Castilla y León;Duración media de los viajes;Valor absoluto;2016T3;5,98
07 Castilla y León;Duración media de los viajes;Valor absoluto;2016T2;2,28
07 Castilla y León;Duración media de los viajes;Valor absoluto;2016T1;2,91
07 Castilla y León;Duración media de los viajes;Valor absoluto;2015T4;2,67
07 Castilla y León;Duración media de los viajes;Valor absoluto;2015T3;5,67
07 Castilla y León;Duración media de los viajes;Valor absoluto;2015T2;2,63
07 Castilla y León;Duración media de los viajes;Valor absoluto;2015T1;2,84
07 Castilla y León;Pernoctaciones;Valor absoluto;2025T3;31.402.227
07 Castilla y León;Pernoctaciones;Valor absoluto;2025T2;11.704.749
07 Castilla y León;Pernoctaciones;Valor absoluto;2025T1;8.290.614
07 Castilla y León;Pernoctaciones;Valor absoluto;2024T4;8.944.245
07 Castilla y León;Pernoctaciones;Valor absoluto;2024T3;30.967.669
07 Castilla y León;Pernoctaciones;Valor absoluto;2024T2;10.125.139
07 Castilla y León;Pernoctaciones;Valor absoluto;2024T1;10.913.427
07 Castilla y León;Pernoctaciones;Valor absoluto;2023T4;11.659.521
07 Castilla y León;Pernoctaciones;Valor absoluto;2023T3;30.420.043
07 Castilla y León;Pernoctaciones;Valor absoluto;2023T2;12.227.289
07 Castilla y León;Pernoctaciones;Valor absoluto;2023T1;8.806.830
07 Castilla y León;Pernoctaciones;Valor absoluto;2022T4;10.034.416
07 Castilla y León;Pernoctaciones;Valor absoluto;2022T3;29.879.550
07 Castilla y León;Pernoctaciones;Valor absoluto;2022T2;10.741.092
07 Castilla y León;Pernoctaciones;Valor absoluto;2022T1;8.086.859
07 Castilla y León;Pernoctaciones;Valor absoluto;2021T4;10.453.838
07 Castilla y León;Pernoctaciones;Valor absoluto;2021T3;29.257.120
07 Castilla y León;Pernoctaciones;Valor absoluto;2021T2;8.221.731
07 Castilla y León;Pernoctaciones;Valor absoluto;2021T1;3.634.522
07 Castilla y León;Pernoctaciones;Valor absoluto;2020T4;7.216.636
07 Castilla y León;Pernoctaciones;Valor absoluto;2020T3;32.183.432
07 Castilla y León;Pernoctaciones;Valor absoluto;2020T2;2.034.623
07 Castilla y León;Pernoctaciones;Valor absoluto;2020T1;7.554.551
