Destino;Concepto turístico;Tipo de dato;Periodo;Total
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2022T1;2,89
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2021T4;3,23
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2021T3;7,55
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2021T2;2,81
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2021T1;2,9
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2020T4;2,82
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2020T3;7,1
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2020T2;5,34
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2020T1;3,22
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2019T4;3
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2019T3;6,86
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2019T2;3,19
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2019T1;3,05
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2018T4;3,17
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2018T3;6,55
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2018T2;3,27
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2018T1;2,75
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2017T4;3,22
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2017T3;7,25
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2017T2;3,16
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2017T1;2,75
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2016T4;3,06
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2016T3;7,23
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2016T2;3,33
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2016T1;3,54
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2015T4;3,26
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2015T3;7,94
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2015T2;3,39
10 Comunitat Valenciana;Duración media de los viajes;Valor absoluto;2015T1;2,99
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2025T3;45.542.796
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2025T2;17.461.474
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2025T1;8.710.023
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2024T4;10.168.518
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2024T3;50.479.480
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2024T2;15.439.718
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2024T1;10.399.844
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2023T4;10.394.854
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2023T3;47.400.642
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2023T2;16.334.993
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2023T1;9.356.295
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2022T4;10.544.342
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2022T3;48.170.000
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2022T2;15.675.640
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2022T1;9.640.714
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2021T4;11.167.730
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2021T3;53.240.409
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2021T2;11.974.009
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2021T1;5.564.691
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2020T4;7.030.265
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2020T3;40.831.675
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2020T2;5.187.685
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2020T1;7.722.198
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2019T4;9.694.648
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2019T3;51.531.877
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2019T2;16.899.103
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2019T1;11.367.929
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2018T4;10.721.514
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2018T3;48.861.564
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2018T2;16.636.270
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2018T1;9.685.337
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2017T4;10.200.864
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2017T3;52.156.953
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2017T2;15.278.444
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2017T1;9.163.111
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2016T4;10.021.282
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2016T3;50.335.031
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2016T2;12.245.747
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2016T1;11.567.995
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2015T4;9.250.306
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2015T3;52.306.979
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2015T2;15.213.754
10 Comunitat Valenciana;Pernoctaciones;Valor absoluto;2015T1;7.043.862
10 Comunitat Valenciana;Gasto total;Valor absoluto;2025T3;2.170.808,99
10 Comunitat Valenciana;Gasto total;Valor absoluto;2025T2;1.143.080,07
10 Comunitat Valenciana;Gasto total;Valor absoluto;2025T1;590.007,05
10 Comunitat Valenciana;Gasto total;Valor absoluto;2024T4;660.480,72
10 Comunitat Valenciana;Gasto total;Valor absoluto;2024T3;2.289.018,80
10 Comunitat Valenciana;Gasto total;Valor absoluto;2024T2;1.087.370,39
10 Comunitat Valenciana;Gasto total;Valor absoluto;2024T1;640.915,14
10 Comunitat Valenciana;Gasto total;Valor absoluto;2023T4;683.443,71
10 Comunitat Valenciana;Gasto total;Valor absoluto;2023T3;2.227.551,96
10 Comunitat Valenciana;Gasto total;Valor absoluto;2023T2;1.065.652,81
10 Comunitat Valenciana;Gasto total;Valor absoluto;2023T1;538.965,27
10 Comunitat Valenciana;Gasto total;Valor absoluto;2022T4;585.063,88
10 Comunitat Valenciana;Gasto total;Valor absoluto;2022T3;2.161.208,81
10 Comunitat Valenciana;Gasto total;Valor absoluto;2022T2;986.357,03
10 Comunitat Valenciana;Gasto total;Valor absoluto;2022T1;460.635,04
10 Comunitat Valenciana;Gasto total;Valor absoluto;2021T4;564.565,70
10 Comunitat Valenciana;Gasto total;Valor absoluto;2021T3;2.169.825,95
10 Comunitat Valenciana;Gasto total;Valor absoluto;2021T2;565.748,99
10 Comunitat Valenciana;Gasto total;Valor absoluto;2021T1;177.969,87
10 Comunitat Valenciana;Gasto total;Valor absoluto;2020T4;259.648,82
10 Comunitat Valenciana;Gasto total;Valor absoluto;2020T3;1.297.497,07
10 Comunitat Valenciana;Gasto total;Valor absoluto;2020T2;110.998,22
10 Comunitat Valenciana;Gasto total;Valor absoluto;2020T1;359.300,97
10 Comunitat Valenciana;Gasto total;Valor absoluto;2019T4;493.839,50
10 Comunitat Valenciana;Gasto total;Valor absoluto;2019T3;1.943.402,77
10 Comunitat Valenciana;Gasto total;Valor absoluto;2019T2;857.298,59
10 Comunitat Valenciana;Gasto total;Valor absoluto;2019T1;494.018,65
10 Comunitat Valenciana;Gasto total;Valor absoluto;2018T4;496.839,99
10 Comunitat Valenciana;Gasto total;Valor absoluto;2018T3;1.817.402,48
10 Comunitat Valenciana;Gasto total;Valor absoluto;2018T2;844.693,96
10 Comunitat Valenciana;Gasto total;Valor absoluto;2018T1;458.571,52
10 Comunitat Valenciana;Gasto total;Valor absoluto;2017T4;448.517,27
10 Comunitat Valenciana;Gasto total;Valor absoluto;2017T3;1.743.343,42
10 Comunitat Valenciana;Gasto total;Valor absoluto;2017T2;768.902,26
10 Comunitat Valenciana;Gasto total;Valor absoluto;2017T1;411.612,05
10 Comunitat Valenciana;Gasto total;Valor absoluto;2016T4;455.465,65
10 Comunitat Valenciana;Gasto total;Valor absoluto;2016T3;1.658.586,51
10 Comunitat Valenciana;Gasto total;Valor absoluto;2016T2;612.132,17
10 Comunitat Valenciana;Gasto total;Valor absoluto;2016T1;581.477,44
10 Comunitat Valenciana;Gasto total;Valor absoluto;2015T4;416.219,19
10 Comunitat Valenciana;Gasto total;Valor absoluto;2015T3;1.628.964,87
10 Comunitat Valenciana;Gasto total;Valor absoluto;2015T2;705.952,55
10 Comunitat Valenciana;Gasto total;Valor absoluto;2015T1;354.140,53
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2025T3;346,95
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2025T2;239,3
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2025T1;192,7
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2024T4;214,54
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2024T3;340,98
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2024T2;230,87
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2024T1;186,27
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2023T4;202,13
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2023T3;324,43
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2023T2;212,9
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2023T1;167,12
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2022T4;204,29
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2022T3;317,22
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2022T2;200,46
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2022T1;138,14
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2021T4;163,06
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2021T3;307,53
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2021T2;132,67
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2021T1;92,71
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2020T4;104,31
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2020T3;225,75
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2020T2;114,19
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2020T1;149,87
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2019T4;152,58
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2019T3;258,63
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2019T2;161,6
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2019T1;132,67
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2018T4;146,91
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2018T3;243,54
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2018T2;165,91
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2018T1;130,24
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2017T4;141,39
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2017T3;242,19
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2017T2;158,82
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2017T1;123,66
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2016T4;139,02
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2016T3;238,36
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2016T2;166,29
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2016T1;177,87
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2015T4;146,76
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2015T3;247,26
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2015T2;157,51
10 Comunitat Valenciana;Gasto medio por persona;Valor absoluto;2015T1;150,18
11 Extremadura;Viajes;Valor absoluto;2025T3;1.129.164
11 Extremadura;Viajes;Valor absoluto;2025T2;1.010.187
11 Extremadura;Viajes;Valor absoluto;2025T1;839.783
11 Extremadura;Viajes;Valor absoluto;2024T4;936.588
11 Extremadura;Viajes;Valor absoluto;2024T3;1.045.210
11 Extremadura;Viajes;Valor absoluto;2024T2;1.074.155
11 Extremadura;Viajes;Valor absoluto;2024T1;1.126.443
11 Extremadura;Viajes;Valor absoluto;2023T4;1.020.440
11 Extremadura;Viajes;Valor absoluto;2023T3;1.314.693
11 Extremadura;Viajes;Valor absoluto;2023T2;1.229.091
11 Extremadura;Viajes;Valor absoluto;2023T1;1.117.881
11 Extremadura;Viajes;Valor absoluto;2022T4;926.598
11 Extremadura;Viajes;Valor absoluto;2022T3;955.475
11 Extremadura;Viajes;Valor absoluto;2022T2;1.165.998
11 Extremadura;Viajes;Valor absoluto;2022T1;1.073.598
11 Extremadura;Viajes;Valor absoluto;2021T4;983.653
11 Extremadura;Viajes;Valor absoluto;2021T3;1.338.422
11 Extremadura;Viajes;Valor absoluto;2021T2;754.304
11 Extremadura;Viajes;Valor absoluto;2021T1;387.883
11 Extremadura;Viajes;Valor absoluto;2020T4;555.031
11 Extremadura;Viajes;Valor absoluto;2020T3;1.101.132
11 Extremadura;Viajes;Valor absoluto;2020T2;173.881
11 Extremadura;Viajes;Valor absoluto;2020T1;697.484
11 Extremadura;Viajes;Valor absoluto;2019T4;840.141
11 Extremadura;Viajes;Valor absoluto;2019T3;1.223.060
11 Extremadura;Viajes;Valor absoluto;2019T2;1.395.524
11 Extremadura;Viajes;Valor absoluto;2019T1;1.011.192
11 Extremadura;Viajes;Valor absoluto;2018T4;1.026.205
11 Extremadura;Viajes;Valor absoluto;2018T3;1.432.774
11 Extremadura;Viajes;Valor absoluto;2018T2;1.439.227
11 Extremadura;Viajes;Valor absoluto;2018T1;1.087.659
11 Extremadura;Viajes;Valor absoluto;2017T4;1.147.907
11 Extremadura;Viajes;Valor absoluto;2017T3;1.454.760
11 Extremadura;Viajes;Valor absoluto;2017T2;1.438.216
11 Extremadura;Viajes;Valor absoluto;2017T1;1.128.301
11 Extremadura;Viajes;Valor absoluto;2016T4;1.141.927
11 Extremadura;Viajes;Valor absoluto;2016T3;1.402.219
11 Extremadura;Viajes;Valor absoluto;2016T2;1.001.783
11 Extremadura;Viajes;Valor absoluto;2016T1;1.212.599
11 Extremadura;Viajes;Valor absoluto;2015T4;1.173.367
11 Extremadura;Viajes;Valor absoluto;2015T3;1.458.552
11 Extremadura;Viajes;Valor absoluto;2015T2;1.195.515
11 Extremadura;Viajes;Valor absoluto;2015T1;976.084
11 Extremadura;Duración media de los viajes;Valor absoluto;2025T3;6,08
11 Extremadura;Duración media de los viajes;Valor absoluto;2025T2;3,88
11 Extremadura;Duración media de los viajes;Valor absoluto;2025T1;3,8
11 Extremadura;Duración media de los viajes;Valor absoluto;2024T4;3,59
11 Extremadura;Duración media de los viajes;Valor absoluto;2024T3;6,33
11 Extremadura;Duración media de los viajes;Valor absoluto;2024T2;3,27
11 Extremadura;Duración media de los viajes;Valor absoluto;2024T1;3,62
11 Extremadura;Duración media de los viajes;Valor absoluto;2023T4;3,58
11 Extremadura;Duración media de los viajes;Valor absoluto;2023T3;7,32
11 Extremadura;Duración media de los viajes;Valor absoluto;2023T2;3,48
11 Extremadura;Duración media de los viajes;Valor absoluto;2023T1;3,03
11 Extremadura;Duración media de los viajes;Valor absoluto;2022T4;3,39
11 Extremadura;Duración media de los viajes;Valor absoluto;2022T3;7,06
11 Extremadura;Duración media de los viajes;Valor absoluto;2022T2;3,78
11 Extremadura;Duración media de los viajes;Valor absoluto;2022T1;3,21
11 Extremadura;Duración media de los viajes;Valor absoluto;2021T4;2,95
11 Extremadura;Duración media de los viajes;Valor absoluto;2021T3;5,9
11 Extremadura;Duración media de los viajes;Valor absoluto;2021T2;2,62
11 Extremadura;Duración media de los viajes;Valor absoluto;2021T1;3,82
11 Extremadura;Duración media de los viajes;Valor absoluto;2020T4;3,29
11 Extremadura;Duración media de los viajes;Valor absoluto;2020T3;6,36
11 Extremadura;Duración media de los viajes;Valor absoluto;2020T2;4,57
11 Extremadura;Duración media de los viajes;Valor absoluto;2020T1;3,52
11 Extremadura;Duración media de los viajes;Valor absoluto;2019T4;2,92
11 Extremadura;Duración media de los viajes;Valor absoluto;2019T3;6,15
11 Extremadura;Duración media de los viajes;Valor absoluto;2019T2;3,1
11 Extremadura;Duración media de los viajes;Valor absoluto;2019T1;3,13
11 Extremadura;Duración media de los viajes;Valor absoluto;2018T4;3,11
11 Extremadura;Duración media de los viajes;Valor absoluto;2018T3;5,92
11 Extremadura;Duración media de los viajes;Valor absoluto;2018T2;3,23
11 Extremadura;Duración media de los viajes;Valor absoluto;2018T1;3,18
11 Extremadura;Duración media de los viajes;Valor absoluto;2017T4;3,14
11 Extremadura;Duración media de los viajes;Valor absoluto;2017T3;6,17
11 Extremadura;Duración media de los viajes;Valor absoluto;2017T2;3,18
11 Extremadura;Duración media de los viajes;Valor absoluto;2017T1;3,11
11 Extremadura;Duración media de los viajes;Valor absoluto;2016T4;3,22
11 Extremadura;Duración media de los viajes;Valor absoluto;2016T3;5,47
11 Extremadura;Duración media de los viajes;Valor absoluto;2016T2;2,99
11 Extremadura;Duración media de los viajes;Valor absoluto;2016T1;3,84
11 Extremadura;Duración media de los viajes;Valor absoluto;2015T4;2,71
11 Extremadura;Duración media de los viajes;Valor absoluto;2015T3;6,8
11 Extremadura;Duración media de los viajes;Valor absoluto;2015T2;3,15
11 Extremadura;Duración media de los viajes;Valor absoluto;2015T1;3,27
11 Extremadura;Pernoctaciones;Valor absoluto;2025T3;6.860.918
11 Extremadura;Pernoctaciones;Valor absoluto;2025T2;3.921.595
11 Extremadura;Pernoctaciones;Valor absoluto;2025T1;3.195.067
11 Extremadura;Pernoctaciones;Valor absoluto;2024T4;3.358.334
11 Extremadura;Pernoctaciones;Valor absoluto;2024T3;6.620.767
11 Extremadura;Pernoctaciones;Valor absoluto;2024T2;3.510.095
11 Extremadura;Pernoctaciones;Valor absoluto;2024T1;4.082.255
11 Extremadura;Pernoctaciones;Valor absoluto;2023T4;3.650.181
11 Extremadura;Pernoctaciones;Valor absoluto;2023T3;9.630.055
11 Extremadura;Pernoctaciones;Valor absoluto;2023T2;4.276.149
11 Extremadura;Pernoctaciones;Valor absoluto;2023T1;3.382.213
11 Extremadura;Pernoctaciones;Valor absoluto;2022T4;3.140.067
11 Extremadura;Pernoctaciones;Valor absoluto;2022T3;6.748.408
11 Extremadura;Pernoctaciones;Valor absoluto;2022T2;4.412.391
11 Extremadura;Pernoctaciones;Valor absoluto;2022T1;3.448.420
11 Extremadura;Pernoctaciones;Valor absoluto;2021T4;2.897.380
11 Extremadura;Pernoctaciones;Valor absoluto;2021T3;7.890.683
11 Extremadura;Pernoctaciones;Valor absoluto;2021T2;1.980.040
11 Extremadura;Pernoctaciones;Valor absoluto;2021T1;1.480.717
11 Extremadura;Pernoctaciones;Valor absoluto;2020T4;1.825.563
11 Extremadura;Pernoctaciones;Valor absoluto;2020T3;7.005.471
11 Extremadura;Pernoctaciones;Valor absoluto;2020T2;795.460
11 Extremadura;Pernoctaciones;Valor absoluto;2020T1;2.453.261
11 Extremadura;Pernoctaciones;Valor absoluto;2019T4;2.450.402
11 Extremadura;Pernoctaciones;Valor absoluto;2019T3;7.521.357
11 Extremadura;Pernoctaciones;Valor absoluto;2019T2;4.331.979
11 Extremadura;Pernoctaciones;Valor absoluto;2019T1;3.162.726
11 Extremadura;Pernoctaciones;Valor absoluto;2018T4;3.194.794
11 Extremadura;Pernoctaciones;Valor absoluto;2018T3;8.484.357
11 Extremadura;Pernoctaciones;Valor absoluto;2018T2;4.644.231
11 Extremadura;Pernoctaciones;Valor absoluto;2018T1;3.455.157
11 Extremadura;Pernoctaciones;Valor absoluto;2017T4;3.600.853
11 Extremadura;Pernoctaciones;Valor absoluto;2017T3;8.977.284
11 Extremadura;Pernoctaciones;Valor absoluto;2017T2;4.577.789
11 Extremadura;Pernoctaciones;Valor absoluto;2017T1;3.509.456
11 Extremadura;Pernoctaciones;Valor absoluto;2016T4;3.671.988
11 Extremadura;Pernoctaciones;Valor absoluto;2016T3;7.674.885
11 Extremadura;Pernoctaciones;Valor absoluto;2016T2;2.999.013
11 Extremadura;Pernoctaciones;Valor absoluto;2016T1;4.654.835
11 Extremadura;Pernoctaciones;Valor absoluto;2015T4;3.182.381
11 Extremadura;Pernoctaciones;Valor absoluto;2015T3;9.922.056
11 Extremadura;Pernoctaciones;Valor absoluto;2015T2;3.768.101
11 Extremadura;Pernoctaciones;Valor absoluto;2015T1;3.187.761
11 Extremadura;Gasto total;Valor absoluto;2025T3;287.647,68
11 Extremadura;Gasto total;Valor absoluto;2025T2;237.831,12
11 Extremadura;Gasto total;Valor absoluto;2025T1;177.397,61
11 Extremadura;Gasto total;Valor absoluto;2024T4;201.053,61
11 Extremadura;Gasto total;Valor absoluto;2024T3;282.550,29
11 Extremadura;Gasto total;Valor absoluto;2024T2;213.265,27
11 Extremadura;Gasto total;Valor absoluto;2024T1;205.180,01
11 Extremadura;Gasto total;Valor absoluto;2023T4;207.061,80
11 Extremadura;Gasto total;Valor absoluto;2023T3;348.634,66
11 Extremadura;Gasto total;Valor absoluto;2023T2;229.177,39
11 Extremadura;Gasto total;Valor absoluto;2023T1;189.511,91
11 Extremadura;Gasto total;Valor absoluto;2022T4;181.332,31
11 Extremadura;Gasto total;Valor absoluto;2022T3;248.855,83
11 Extremadura;Gasto total;Valor absoluto;2022T2;235.023,96
11 Extremadura;Gasto total;Valor absoluto;2022T1;172.655,16
11 Extremadura;Gasto total;Valor absoluto;2021T4;150.455,82
11 Extremadura;Gasto total;Valor absoluto;2021T3;272.813,05
11 Extremadura;Gasto total;Valor absoluto;2021T2;103.962,13
11 Extremadura;Gasto total;Valor absoluto;2021T1;57.571,24
11 Extremadura;Gasto total;Valor absoluto;2020T4;71.682,27
11 Extremadura;Gasto total;Valor absoluto;2020T3;211.790,16
11 Extremadura;Gasto total;Valor absoluto;2020T2;27.096,48
11 Extremadura;Gasto total;Valor absoluto;2020T1;112.214,48
11 Extremadura;Gasto total;Valor absoluto;2019T4;130.789,86
11 Extremadura;Gasto total;Valor absoluto;2019T3;254.917,99
11 Extremadura;Gasto total;Valor absoluto;2019T2;205.390,34
11 Extremadura;Gasto total;Valor absoluto;2019T1;131.977,11
11 Extremadura;Gasto total;Valor absoluto;2018T4;144.816,87
11 Extremadura;Gasto total;Valor absoluto;2018T3;243.334,91
11 Extremadura;Gasto total;Valor absoluto;2018T2;200.096,94
11 Extremadura;Gasto total;Valor absoluto;2018T1;136.462,72
11 Extremadura;Gasto total;Valor absoluto;2017T4;168.781,33
11 Extremadura;Gasto total;Valor absoluto;2017T3;249.331,11
11 Extremadura;Gasto total;Valor absoluto;2017T2;194.892,61
11 Extremadura;Gasto total;Valor absoluto;2017T1;142.931,93
11 Extremadura;Gasto total;Valor absoluto;2016T4;133.476,31
11 Extremadura;Gasto total;Valor absoluto;2016T3;209.631,34
11 Extremadura;Gasto total;Valor absoluto;2016T2;128.785,29
11 Extremadura;Gasto total;Valor absoluto;2016T1;162.015,09
11 Extremadura;Gasto total;Valor absoluto;2015T4;124.786,85
11 Extremadura;Gasto total;Valor absoluto;2015T3;286.761,92
11 Extremadura;Gasto total;Valor absoluto;2015T2;155.651,69
11 Extremadura;Gasto total;Valor absoluto;2015T1;101.992,21
11 Extremadura;Gasto medio por persona;Valor absoluto;2025T3;254,74
11 Extremadura;Gasto medio por persona;Valor absoluto;2025T2;235,43
11 Extremadura;Gasto medio por persona;Valor absoluto;2025T1;211,24
11 Extremadura;Gasto medio por persona;Valor absoluto;2024T4;214,67
11 Extremadura;Gasto medio por persona;Valor absoluto;2024T3;270,33
11 Extremadura;Gasto medio por persona;Valor absoluto;2024T2;198,54
11 Extremadura;Gasto medio por persona;Valor absoluto;2024T1;182,15
11 Extremadura;Gasto medio por persona;Valor absoluto;2023T4;202,91
11 Extremadura;Gasto medio por persona;Valor absoluto;2023T3;265,18
11 Extremadura;Gasto medio por persona;Valor absoluto;2023T2;186,46
11 Extremadura;Gasto medio por persona;Valor absoluto;2023T1;169,53
11 Extremadura;Gasto medio por persona;Valor absoluto;2022T4;195,7
11 Extremadura;Gasto medio por persona;Valor absoluto;2022T3;260,45
11 Extremadura;Gasto medio por persona;Valor absoluto;2022T2;201,56
11 Extremadura;Gasto medio por persona;Valor absoluto;2022T1;160,82
11 Extremadura;Gasto medio por persona;Valor absoluto;2021T4;152,96
11 Extremadura;Gasto medio por persona;Valor absoluto;2021T3;203,83
11 Extremadura;Gasto medio por persona;Valor absoluto;2021T2;137,83
11 Extremadura;Gasto medio por persona;Valor absoluto;2021T1;148,42
11 Extremadura;Gasto medio por persona;Valor absoluto;2020T4;129,15
11 Extremadura;Gasto medio por persona;Valor absoluto;2020T3;192,34
11 Extremadura;Gasto medio por persona;Valor absoluto;2020T2;155,83
11 Extremadura;Gasto medio por persona;Valor absoluto;2020T1;160,88
11 Extremadura;Gasto medio por persona;Valor absoluto;2019T4;155,68
11 Extremadura;Gasto medio por persona;Valor absoluto;2019T3;208,43
11 Extremadura;Gasto medio por persona;Valor absoluto;2019T2;147,18
11 Extremadura;Gasto medio por persona;Valor absoluto;2019T1;130,52
11 Extremadura;Gasto medio por persona;Valor absoluto;2018T4;141,12
11 Extremadura;Gasto medio por persona;Valor absoluto;2018T3;169,83
11 Extremadura;Gasto medio por persona;Valor absoluto;2018T2;139,03
11 Extremadura;Gasto medio por persona;Valor absoluto;2018T1;125,46
11 Extremadura;Gasto medio por persona;Valor absoluto;2017T4;147,03
11 Extremadura;Gasto medio por persona;Valor absoluto;2017T3;171,39
11 Extremadura;Gasto medio por persona;Valor absoluto;2017T2;135,51
11 Extremadura;Gasto medio por persona;Valor absoluto;2017T1;126,68
11 Extremadura;Gasto medio por persona;Valor absoluto;2016T4;116,89
11 Extremadura;Gasto medio por persona;Valor absoluto;2016T3;149,5
11 Extremadura;Gasto medio por persona;Valor absoluto;2016T2;128,56
11 Extremadura;Gasto medio por persona;Valor absoluto;2016T1;133,61
11 Extremadura;Gasto medio por persona;Valor absoluto;2015T4;106,35
11 Extremadura;Gasto medio por persona;Valor absoluto;2015T3;196,61
11 Extremadura;Gasto medio por persona;Valor absoluto;2015T2;130,2
11 Extremadura;Gasto medio por persona;Valor absoluto;2015T1;104,49
12 Galicia;Viajes;Valor absoluto;2025T3;3.275.534
12 Galicia;Viajes;Valor absoluto;2025T2;2.099.713
12 Galicia;Viajes;Valor absoluto;2025T1;1.489.903
12 Galicia;Viajes;Valor absoluto;2024T4;2.082.725
12 Galicia;Viajes;Valor absoluto;2024T3;3.728.112
12 Galicia;Viajes;Valor absoluto;2024T2;2.212.637
12 Galicia;Viajes;Valor absoluto;2024T1;2.085.507
12 Galicia;Viajes;Valor absoluto;2023T4;2.033.529
12 Galicia;Viajes;Valor absoluto;2023T3;3.779.322
12 Galicia;Viajes;Valor absoluto;2023T2;2.494.336
12 Galicia;Viajes;Valor absoluto;2023T1;1.525.409
