Destino principal;Concepto turístico;Alojamiento principal: Nivel 1;Alojamiento principal: Nivel 2;Motivo principal;Transporte principal;Forma de organización del viaje;Duración del viaje;Comunidad autónoma de residencia;Periodo;Total
05 Canarias;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2023;""
05 Canarias;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2022;""
05 Canarias;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2021;""
05 Canarias;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2020;""
05 Canarias;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2019;""
05 Canarias;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2018;""
05 Canarias;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2017;""
05 Canarias;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2016;""
05 Canarias;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2015;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2024;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2023;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2022;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2021;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2020;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2019;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2018;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2017;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2016;""
05 Canarias;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2015;""
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2024;161.121
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2023;176.126
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2022;""
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2021;""
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2020;98.890
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2019;132.182
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2018;82.186
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2017;89.432
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2016;133.244
05 Canarias;Viajes;Total;;Salud;Total;Total;Total;Total;2015;94.311
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2024;""
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2023;""
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2022;""
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2021;""
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2020;""
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2019;""
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2018;""
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2017;""
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2016;""
05 Canarias;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2015;""
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2024;343.742
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2023;251.692
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2022;220.274
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2021;151.920
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2020;118.529
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2019;198.074
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2018;102.438
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2017;153.132
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2016;114.474
05 Canarias;Viajes;Total;;Otros;Total;Total;Total;Total;2015;336.020
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2024;123.027
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2023;144.495
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2022;111.266
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2021;153.572
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2020;83.657
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2019;222.700
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2018;240.387
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2017;183.874
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2016;268.718
06 Cantabria;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2015;264.272
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2018;""
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2017;""
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2024;38.461
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2023;82.884
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2022;73.082
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2021;93.213
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2020;56.405
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2019;102.084
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2018;114.467
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2017;77.779
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2016;137.457
06 Cantabria;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2015;112.473
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2024;78.346
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2023;47.241
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2019;110.877
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2018;113.702
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2017;90.472
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2016;127.811
06 Cantabria;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2015;135.001
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2024;3.899.133
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2023;4.057.281
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2022;3.498.468
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2021;3.130.057
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2020;2.304.796
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2019;3.814.953
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2018;4.193.031
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2017;4.443.420
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2016;3.899.914
06 Cantabria;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2015;3.437.393
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2024;2.656.681
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2023;2.735.107
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2022;2.461.099
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2021;2.058.893
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2020;1.536.824
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2019;2.481.035
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2018;3.001.202
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2017;3.190.034
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2016;2.544.853
06 Cantabria;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2015;2.268.802
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2024;611.025
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2023;756.836
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2022;733.769
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2021;596.568
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2020;627.391
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2019;688.462
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2018;618.816
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2017;569.383
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2016;888.263
06 Cantabria;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2015;641.795
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2024;467.885
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2023;499.805
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2022;431.573
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2021;487.887
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2020;345.596
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2019;444.931
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2018;356.109
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2017;351.623
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2016;292.325
06 Cantabria;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2015;312.450
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2024;285.776
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2023;298.010
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2022;254.458
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2021;199.458
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2020;112.774
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2019;307.996
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2018;262.196
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2017;244.851
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2016;256.884
06 Cantabria;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2015;219.279
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2018;""
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2017;""
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2024;100.995
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2023;71.155
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2021;76.315
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2019;74.950
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2018;""
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2017;73.477
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2016;92.898
06 Cantabria;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2018;32.979
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2017;""
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2015;64.995
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2024;1.098.037
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2023;1.047.853
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2022;894.116
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2021;641.975
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2020;399.977
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2019;886.762
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2018;1.640.303
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2017;1.871.226
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2016;928.446
06 Cantabria;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2015;940.154
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2024;1.039.617
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2023;1.177.872
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2022;783.348
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2021;849.295
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2020;683.775
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2019;1.171.031
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2018;1.022.842
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2017;1.045.222
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2016;1.275.700
06 Cantabria;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2015;1.009.932
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2024;202.835
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2023;144.302
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2022;254.021
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2021;221.870
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2020;84.197
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2019;162.887
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2018;168.987
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2017;208.165
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2016;79.361
06 Cantabria;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2015;158.659
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2018;""
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2017;""
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2018;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2017;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2018;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2017;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2018;45.611
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2017;""
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Total;;Salud;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2024;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2023;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2022;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2021;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2020;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2019;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2018;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2017;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2016;""
06 Cantabria;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2015;""
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2024;163.566
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2023;84.014
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2022;132.994
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2021;181.358
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2020;45.089
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2019;106.023
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2018;98.623
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2017;163.914
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2016;50.807
06 Cantabria;Viajes;Total;;Otros;Total;Total;Total;Total;2015;104.476
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2024;876.541
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2023;1.410.016
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2022;731.406
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2021;818.747
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2020;681.939
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2019;1.143.659
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2018;1.210.525
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2017;1.169.188
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2016;1.066.366
07 Castilla y León;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2015;817.246
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2024;79.030
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2023;76.339
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2022;""
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2021;""
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2020;""
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2019;79.302
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2018;96.199
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2017;79.409
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2016;""
07 Castilla y León;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2015;64.708
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2024;361.371
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2023;969.255
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2022;413.622
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2021;527.084
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2020;478.481
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2019;666.984
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2018;671.401
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2017;716.495
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2016;543.696
07 Castilla y León;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2015;504.858
07 Castilla y León;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2024;436.140
07 Castilla y León;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2023;364.423
07 Castilla y León;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2022;247.854
07 Castilla y León;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2021;260.087
07 Castilla y León;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2020;181.605
07 Castilla y León;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2019;397.373
